id,question,A,B,C,D,E,answer,category,macro category
2515,In quale delle seguenti condizioni è indicata l'iniezione di gentamicina intratimpanica?,nell'otite siero-mucosa,nell'otite acuta in alternativa all'antibiotico per os,negli acufeni,nella malattia di Meniere,nelle vertigini posizionali,D,Area Clinica 2017,organi di senso
2516,Una dispnea ostruttiva laringea richiede:,"terapia antibiotica, mantenimento posizione seduta/semiseduta, ospedalizzazione del paziente","terapia antibiotica, mantenimento posizione clinostatica, ospedalizzazione del paziente","terapia corticosteroidea, mantenimento posizione clinostatica, ospedalizzazione del paziente","terapia corticosteroidea, mantenimento posizione seduta/semiseduta, ospedalizzazione del paziente","terapia corticosteroidea, mantenimento posizione seduta/semiseduta, ""follow up"" domiciliare",D,Area Clinica 2017,organi di senso
2517,Un foruncolo dell'ala nasale richiede:,terapia antidolorifica,terapia antibiotica,terapia aerosolica corticosteroidea,terapia chirurgica,tutte le terapie indicate,B,Area Clinica 2017,organi di senso
2518,Una tumefazione retroauricolare vivamente dolente alla digitopressione deve indurre al sospetto di:,parotite acuta,mastoidite acuta,ascesso cerebrale,otite cronica colesteatomatosa,otite media acuta catarrale,B,Area Clinica 2017,organi di senso
2519,Per ipoacusia trasmissiva si intende un calo di udito legato a patologia:,dell'orecchio esterno e/o medio,dell'orecchio medio ed interno,"solo dell'orecchio esterno AREA CLINICA Pag. 426/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",solo dell'orecchio medio,solo dell'orecchio interno,A,Area Clinica 2017,organi di senso
2520,Da quale delle seguenti condizioni dipende una ipoacusia trasmissiva otosclerotica?,da un restringimento subtotale del condotto uditivo per esostosi massiva,da un danno cocleare conseguente a vasculopatia aterosclerotica,da una degenerazione su base genetica dell'organo del Corti,da un blocco cicatriziale dell'articolazione incudo-malleolare,da una ridotta mobilità della staffa in seguito a focolaio otospongiotico,E,Area Clinica 2017,organi di senso
2521,Quale delle seguenti affermazioni identifica l'iperreattività nasale ?,È sinonimo di rinite allergica,È la tendenza a soffrire di epistassi frequenti,È un prurito su base eczematosa della cute della piramide nasale,"È la reazione abnorme della mucosa nasale a differenti stimoli fisici, chimici o farmacologici",È una rinorrea profusa che si verifica nei soggetti allergici ai pollini,D,Area Clinica 2017,organi di senso
2522,Il trattamento dell'epistassi:,richiede sempre l'intervento dello specialista O.R.L.,richiede il ricorso a cotone emostatico (al percloruro di ferro),richiede spesso legature vascolari,tutte le altre risposte indicate,Nessuna delle altre risposte indicate,E,Area Clinica 2017,organi di senso
2523,Nella esecuzione di una parotidectomia è necessario reperire preliminarmente il nervo facciale alla sua emergenza dal cranio dal:,foro ovale,foro stilo-mastoideo,foro occipitale,foro rotondo,foro spinoso,B,Area Clinica 2017,organi di senso
2524,Quale delle seguenti laringopatie non è mai correlabile al reflusso gastro-esofageo:,cisti epidermoide intracordale,granuloma laringeo posteriore,laringite posteriore,pseudosulcus (cuscinetti edematosi sottoglottici),iperemia dei cappucci aritenoidei,A,Area Clinica 2017,organi di senso
2525,"Ipoacusia, acufeni e vertigini oggettive sono la triade sintomatologica caratteristica di:",otite media acuta,otite cronica purulenta,"malattia di Menière AREA CLINICA Pag. 427/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",otosclerosi,otite cronica timpanosclerotica,C,Area Clinica 2017,organi di senso
2526,Una stenosi del Condotto Uditivo Esterno con violento dolore locale e assenza di otorrea deve indurre al sospetto di:,otite acuta esterna foruncolare,otite media acuta catarrale,otite media acuta purulenta,neoplasia dell'orecchio,Nessuna delle altre risposte indicate,A,Area Clinica 2017,organi di senso
2527,"Una vertigine ""oggettiva"" è caratteristica di:",patologia periferica dell'orecchio (orecchio medio e interno),patologia del Sistema Nervoso Centrale,patologia del tronco encefalico,patologia del rachide cervicale,patologia visiva,A,Area Clinica 2017,organi di senso
2528,"Una tumefazione iperemica, duro-elastica, dolente, della piramide nasale induce al sospetto di:",TBC nasale,Sinusite acuta,Foruncolo del naso,Carcinoma del naso,Nessuna delle altre risposte indicate,C,Area Clinica 2017,organi di senso
2529,Per ipoacusia percettiva si intende un calo di udito legato a patologia:,dell'orecchio esterno e/o medio,dell'orecchio medio ed interno,solo dell'orecchio esterno,solo dell'orecchio medio,solo dell'orecchio interno,E,Area Clinica 2017,organi di senso
2530,"Una tumefazione monolaterale della tonsilla, con vivace dolenzia locale, disfagia e iperpiressia, induce nel sospetto di:",tonsillite acuta purulenta,mononucleosi infettiva,ascesso peritonsillare,carcinoma tonsillare,linfoma tonsillare,C,Area Clinica 2017,organi di senso
2531,Il cistoadenolinfoma è.,un tumore maligno dell'orecchio medio,un tumore benigno delle ghiandole salivari,"un infiltrato linfocitario diffuso della parotide AREA CLINICA Pag. 428/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",il quadro istologico caratteristico delle ghiandole salivari minori nella Sindrome di Sjogren,un particolare tipo di linfoma che interessa la tonsilla palatina,B,Area Clinica 2017,organi di senso
2532,Una disfonia persistente per più di 15 giorni richiede:,terapia antibiotica,terapia corticosteroidea,terapia termale solfurea,controllo laringoscopico,TC collo e laringe,D,Area Clinica 2017,organi di senso
2533,In quale delle seguenti condizioni è indicata l'iniezione di tossina botulinica nelle corde vocali?,nella presbifonia,nella disfonia disfunzionale ipercinetica,nella disfonia spasmodica,nei noduli cordali,nell'afonia psicogena,C,Area Clinica 2017,organi di senso
2534,Quando è richiesta una valutazione specialistica per l'esecuzione di una laringoscopia in caso di disfonia persistente?,dopo  ripetuti cicli mensili di terapia medica generale e inalatoria,solo se si associa a disfagia,solo se il paziente è un fumatore,se insorge in occasione di un episodio flogistico delle prime vie aeree,se non si risolve in 15 giorni,E,Area Clinica 2017,organi di senso
2535,Una ipertrofia adenoidea marcata nel bambino determina:,ipoacusia trasmissiva,dispnea nasale,rinolalia chiusa posteriore,tutte le risposte indicate,nessuna delle risposte indicate,D,Area Clinica 2017,organi di senso
2536,"Una tumefazione singola dura, non dolente, mobile/poco mobile in sede sottoangolomandibolare induce nel sospetto di:",linfoadenite suppurativa,linfoadenite reattiva,localizzazione linfomatosa,adenopatia metastatica da carcinoma delle prime vie aero-digestive,linfoadenite tubercolare,D,Area Clinica 2017,organi di senso
2537,"In un paziente anziano, edentulo, una disfagia grave e  improvvisa deve far pensare a:",carcinoma esofageo,corpo estraneo esofageo,"bolo alimentare esofageo AREA CLINICA Pag. 429/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",esofagite acuta,esofagite da reflusso,C,Area Clinica 2017,organi di senso
2538,Una tonsillite cronica ipertrofica non riacutizzata del bambino rappresenta indicazione alla tonsillectomia:,"sì, sempre","no, mai",solo se l'ipertrofia determina compromissione alle funzioni di fonazione/deglutizione/respirazione,solo per pazienti di età superiore a sei anni,solo per pazienti di età inferiore a sei anni,C,Area Clinica 2017,organi di senso
2539,"Una tumefazione dolente, ad insorgenza improvvisa, a carico di una singola ghiandola sottomandibolare richiede:",terapia antibiotica immediata,terapia cortisonica,idratazione accurata del paziente,"ricerca di calcoli salivari con tecniche di ""imaging"" (Rx, ecografia)","""follow up"" nel tempo",D,Area Clinica 2017,organi di senso
2540,Quale delle seguenti è la più frequente manifestazione otorinolaringoiatrica del Morbo di Rendu-Osler?,Ematemesi,Emoftoe,Epistassi,Otorragia,Emorragia intracordale,C,Area Clinica 2017,organi di senso
2541,Una ipoacusia esclusivamente neurosensoriale (via ossea sovrapponibile alla via aerea) si rileva solo in una delle seguenti situazioni:,otosclerosi stapedio-ovalare,otite cronica colesteatomatosa,otite catarrale cronica,ipoacusia improvvisa,distacco di catena,D,Area Clinica 2017,organi di senso
2542,"Nel bambino con otite siero-mucosa responsabile di ipoacusia importante e persistente che non si risolve con adeguata terapia medica, termale e logopedica (rieducazione tubarica), quale delle seguenti è la principale indicazione terapeutica?",adenoidectomia,tonsillectomia bilaterale,posizionamento di tubo di ventilazione,adenotonsillectomia,adenoidectomia associata e posizionamento di tubo di ventilazione,E,Area Clinica 2017,organi di senso
2543,"Otorrea, ipoacusia, otalgia inducono a sospettare l'esistenza di:",otite media acuta,"otite cronica colesteatomatosa AREA CLINICA Pag. 430/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",malattia di Menière,otosclerosi,otite cronica timpanosclerotica,A,Area Clinica 2017,organi di senso
2544,"Una vertigine ""oggettiva"" corrisponde alla seguente sintomatologia:",sensazione di rotazione dell'ambiente intorno al soggetto,sensazione di rotazione del soggetto nell'ambiente,sensazione di caduta,"sensazione di ""svenimento""","allucinazione visiva con visione di ""oggetti"" inesistenti",A,Area Clinica 2017,organi di senso
2545,Un carcinoma iniziale di una corda vocale determina come primo sintomo:,disfagia,disfonia,dispnea,dolore locale,tosse produttiva,B,Area Clinica 2017,organi di senso
2546,"Il ""fungus ball"" e':",una particolare forma di sinusite micotica,una poliposi nasale massiva in paziente con allergia fungina,una cisti dell'epiglottide che contiene ife fungine,una otite esterna micotica con ostruzione massiva del condotto,una esofagite da candida responsabile di grave disfagia,A,Area Clinica 2017,organi di senso
2547,Un trauma nasale diretto determina generalmente:,una frattura delle ossa nasali,una frattura del setto nasale,una frattura delle cartilagini alari,una frattura del vomere,una frattura complessa coinvolgente tutte le predette strutture,A,Area Clinica 2017,organi di senso
2548,La presbiacusia (udito dell'anziano) determina:,una ipoacusia per i toni acuti,una ipoacusia per i toni medi,una anacusia (sordità totale),una ipoacusia con vertigine oggettiva,una ipoacusia con vertigine soggettiva,A,Area Clinica 2017,organi di senso
2549,Quale delle seguenti sedi di insorgenza  del cancro della laringe consente in genere una diagnosi più precoce?,L'epiglottide,"Il piano glottico AREA CLINICA Pag. 431/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Il vestibolo laringeo,La plica ari-epiglottica,La regione sottoglottica,B,Area Clinica 2017,organi di senso
2550,"Rinorrea sierosa, starnutazioni ripetute, stenosi nasale, lacrimazione inducono nel sospetto di:",rinopatia allergica,poliposi nasale,rinite infettiva da cocchi Gram+,sinusite frontale purulenta,corpo estraneo nasale ritenuto,A,Area Clinica 2017,organi di senso
2551,"Un'ulcerazione linguale che dura da più di 15 giorni, invariata con terapia medica locale, richiede:",toccature prolungate con gengivario di argento proteinato,terapia antibiotica,terapia antiflogistica,controllo da parte di uno specialista O.R.L.,"""follow up"" prolungato",D,Area Clinica 2017,organi di senso
2552,Il reflusso gastro-esofago-faringeo può essere responsabile di:,epistassi recidivanti,aftosi recidivante del cavo orale,lingua villosa,spasmi laringei notturni,tonsilliti recidivanti,D,Area Clinica 2017,organi di senso
2553,Una dispnea ostruttiva laringea è caratterizzata costantemente da:,"dispnea inspiratoria con ""tirage""","dispnea espiratoria con ""tirage""",dispnea espiratoria con sibilo,dispnea inspiratoria ed espiratoria,tosse stizzosa e disfonia,A,Area Clinica 2017,organi di senso
2554,Una paralisi di una corda vocale puo' verificarsi come complicanza di:,tiroidectomia,intervento sulla carotide,intervento sull'aorta toracica,intubazione anestesiologica,tutte le risposte indicate,E,Area Clinica 2017,organi di senso
2555,Dopo l'asportazione di una leucoplachia di una corda vocale il referto istologico evidenzia una displasia grave; quale dei seguenti sarebbe l'atteggiamento più corretto?,Cordectomia,"Radioterapia AREA CLINICA Pag. 432/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Chemioterapia,Stretto follow up (controlli ogni tre mesi),Laringectomia subtotale,D,Area Clinica 2017,organi di senso
2556,L'anello linfatico di Waldeyer è costituito da:,tonsilla rinofaringea (adenoidi,tonsille palatine,tonsilla linguale,tonsilla laringea,tutte le strutture segnalate,E,Area Clinica 2017,organi di senso
2557,L'arteria basilare :,origina dall'arteria cerebellare postero-inferiore,origina dall'arteria carotide interna,origina dall'arteria cerebellare antero-inferiore,origina dell' unione delle due arteria vertebrali,origina dall'arteria femorale,D,Area Clinica 2017,organi di senso
2558,Qual è la finalità della Anestesia Generale?,Abolazione del sub-conscio e riflessi attivi,Abolazione coscienza - controllo dei riflessi - mioresoluzioni,Antistaminici - iptnotici - analgesici,Miorilassanti - antidepressivi,Sedazione,B,Area Clinica 2017,organi di senso
2559,Dopo una lesione vestibolare acuta:,vi è un totale rigenerazione neuronale,si attivano meccanismi di plasticità neuronale,il cervelletto attiva il labirinto contro-laterale,il cervelletto attiva il labirinto omolaterale,il cerveletto attiva i labirinti bilateralmente,B,Area Clinica 2017,organi di senso
2560,La Rinite Medicamentosa è dovuta principalmente :,Patologie Allergiche,Patologie Infettive,Deviazione del Setto Nasale,Uso di Corticosteroidi locali,Uso cronico di Vasocostrittori Nasali,E,Area Clinica 2017,organi di senso
2561,La deviazione lenta di entrambe le braccia durante il test delle braccia tese è indice di :,vestibolopatia omolaterale,"deficit di forza omolaterale AREA CLINICA Pag. 433/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",patologia cervicale,problemi visivi,vestibolopatia bilaterale,A,Area Clinica 2017,organi di senso
2562,"Nella Citologia Nasale, qual è il sito di campionamento :",Turbinato Superiore,Terzo Medio del Turbinato Inferiore o Turbinato Medio,Terzo Medio del Turbinato Inferiore,Mucosa del Setto Nasale,Terzo posteriore del turbinato inferiore,B,Area Clinica 2017,organi di senso
2563,La vertigine oggettiva è,la sensazione di rotazione dell'ambiente circostante,la sensazione di rotazione del sogetto,la sensazione di cadere,provocata dai movimenti degli oggetti,senso di instabilità,A,Area Clinica 2017,organi di senso
2564,La Trachetomia d'urgenza:,Paziente con stridore-pallore -sudorazione,Paziente disfagico,Paziente disfonico,paziente dispnoico,paziente cianotico,A,Area Clinica 2017,organi di senso
2565,La Trachea è vascolarizzata da :,Arteria Tirodea Inferiore - le vene drenano nel Plesso Venoso Polmonare,Arteria Tirodea Superiore - le vene drenano nel Plesso Venoso Polmonare,Arteria Tirodea Superiore - le vene drenano nel Plesso Venoso Tiroideo,Arteria Tirodea Inferiore - le vene drenano nel Plesso Venoso Tiroideo,Arteria Laringea,D,Area Clinica 2017,organi di senso
2566,Una ostruzione dell'arteria uditiva interna si esprime con:,solo ipoacusia,solo vertigine,sia ipoacusia che vertigine,acufeni,iperacusia alternata ad ipoacusia,C,Area Clinica 2017,organi di senso
2567,Età media al momento della diagnosi di Polipote Nasale :,10-20  anni,"20-30  anni AREA CLINICA Pag. 434/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Dopo i 60 anni,30-50  anni,Dopo i 70 anni,D,Area Clinica 2017,organi di senso
2568,La palpazione dei linfonodi del collo deve essere fatta in modo sistematico. In quale ordine?,SottoMandibolari-Catena Satellite del Muscolo SCM-Tragitto Nervo Spinale,Catena Satellite del Muscolo SCM-SottoMentonieri - SottoMandibolari,SottoMentonieri-SottoMandibolari-Catena Satellite del Muscolo SCM-Tragitto Nervo Spinale,SottoMentonieri-Catena Satellite del Muscolo SCM-Tragitto Nervo Spinale,SottoMentonieri-SottoMandibolari-Catena Satellite del Muscolo SCM,C,Area Clinica 2017,organi di senso
2569,Le cupole dei canali semicircolari sono sensibili:,Alle accelerazioni totalitarie,Alle accelerazioni lineari,Alle accelerazioni gravitazionali,Alle accelerazioni angolari,Alle decelerazioni angolari,D,Area Clinica 2017,organi di senso
2570,La sindrome di Wallemberg è soprattutto causata da una ostruzione:,dell'arteria vertebrale,dell'arteria cerebellare antero-inferiore,dell'arteria cerebellare superiore,dell'arteria carotide interna,dell'arteria carotide comune,A,Area Clinica 2017,organi di senso
2571,Il dotto parotideo (di Stenone) sbocca a livello del colletto del:,II molare superiore,I premolare superiore,II premolare superiore,I molare inferiore,III molare inferiore,A,Area Clinica 2017,organi di senso
2572,Il dotto di Stenone ha sede:,Guancia,Labbra,Pavimento orale,Orecchio,Naso,A,Area Clinica 2017,organi di senso
2573,Quale terapia topica non è indicata nel caso di una stomatite erpetica?,soluzione antisettica,"antibiotici AREA CLINICA Pag. 435/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",cortisonici,analgesici,anti- infiammatori,C,Area Clinica 2017,organi di senso
2574,Il dotto di Wharton è:,Un dotto lacrimale,Il meato acustico interno,Il dotto escretore della ghiandola sottomandibolare,Il canale mandibolare,Il dotto escretore della ghiandola parotidea,C,Area Clinica 2017,organi di senso
2575,La diagnosi di certezza di una lesione del cavo orale:,E' sempre solo clinica,E' sempre solo strumentale,E' istologica dopo biopsia,E' sempre citologica dopo agoaspirato,Nessuna delle altre risposte indicate,C,Area Clinica 2017,organi di senso
2576,Quale fra queste affermazioni è vera relativamente all'ulcera neoplastica?,E' persistente,E' sempre piana,Non infiltra mai i tessuti circostanti,E' mobile,Scompare e ricompare ciclicamente,A,Area Clinica 2017,organi di senso
2577,Quale delle seguenti affermazioni è vera relativamente all'anamnesi generale del paziente che deve essere sottoposto a chirurgia orale?,L'anamnesi generale è indispensabile per qualsiasi intervento,L'anamnesi generale va fatta solo nei pazienti a rischio,L'anamnesi generale va fatta solo per interventi particolarmente complessi,Nessuna delle altre risposte indicate,L'anamnesi generale non è mai necessaria per le procedure di chirurgia orale,A,Area Clinica 2017,organi di senso
2578,Qual è la sede più frequente interessata dal carcinoma del cavo orale?,lingua,pelvi orale,mucosa geniena,gengiva aderente,palato molle,A,Area Clinica 2017,organi di senso
2579,Il dente può essere suddiviso in:,"corona, colletto, radice, camera pulpare","gengiva, colletto, radice, camera pulpare AREA CLINICA Pag. 436/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,","corona, alveolo, radice, camera pulpare","corona, colletto, parodonto, camera pulpare",nessuna di quelle indicate,A,Area Clinica 2017,organi di senso
2580,La mandibola dà inserzione a:,M. massetere,M. temporale,M. digastrico,Tutte le risposte sono corrette,Tutte le risposte sono errate,D,Area Clinica 2017,organi di senso
2581,Il melanoma della mucosa orale è:,Molto frequente e relativo all'esposizione solare,Molto raro e i fattori eziologici sono sconosciuti,Causato dall'esposizione al fumo,Frequente nelle persone di colore,Una nevo atipico della mucosa,B,Area Clinica 2017,organi di senso
2582,Le sinusiti mascellari possono essere:,Timpanogene,Odontogene,Meningogene,Endogene,Disendriopatiche,B,Area Clinica 2017,organi di senso
2583,"La lingua ""a lampone"" (di colore rosso intenso con papille ben riconoscibili) si osserva nella:",s. di Sjogren,insufficienza cronica cardiaca congestizia,sprue,anemia perniciosa,scarlattina,E,Area Clinica 2017,organi di senso
2584,Macroglossia si osserva in una di queste condizioni:,S. di Cushing,Anemia perniciosa,Ipopanpituitarismo,Acromegalia,Neoplasia della tiroide,D,Area Clinica 2017,organi di senso
2585,Nel trattamento d'urgenza del traumatizzato maxillo-facciale quale delle seguenti priorita' deve essere stabilita:,controllo dei frammenti di frattura,"valutazione dello stato neurologico AREA CLINICA Pag. 437/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",esecuzione della Tomografia Computerizzata,assicurare la pervieta' delle vie aeree,richiedere la consulenza neurochirurgica,D,Area Clinica 2017,organi di senso
2586,La mucosa del palato è provvista di ghiandole:,Salivari,Linfatiche,Sebacee,Caseose,Gustative,A,Area Clinica 2017,organi di senso
2587,Quale fra questi non è un paziente a rischio in chirurgia orale?,Il paziente diabetico,Il paziente scoagulato,Il paziente cardiopatico,Il paziente epilettico,Nessuna delle altre risposte indicate,E,Area Clinica 2017,organi di senso
2588,L'arteria linguale è un ramo della:,Carotide interna,Carotide esterna,Fasciale,Succlavia,Tiroidea superiore,B,Area Clinica 2017,organi di senso
2589,La diplopia e l'anestesia della regione innervata dal nervo infraorbitario sono sintomi di:,frattura dell'etmoide,frattura della piramide nasale,frattura dello sfenoide,frattura della mandibola,frattura dell'osso malare,E,Area Clinica 2017,organi di senso
2590,La terapia dell'ascesso alveolare acuto fluttuante è:,Il drenaggio,La terapia antibiotica,La terapia antinfiammatoria,La terapia cortisonica,L'attesa della fistolizzazione spontanea,A,Area Clinica 2017,organi di senso
2591,Il nervo infraorbitario è ramo:,del nervo facciale,"della terza branca del trigemino AREA CLINICA Pag. 438/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",della prima branca del trigemino,della seconda branca del trigemino,del nervo auricolo-temporale,D,Area Clinica 2017,organi di senso
2592,Qual è il sintomo principale della nevralgia essenziale del trigemino?,Edema,Emorragia,Paralisi,Afonia,Dolore,E,Area Clinica 2017,organi di senso
2593,La sindrome di Sjogren è spesso associata a:,artrite infettiva,artrite reumatoide,artrosi,reumatismo articolare acuto,pneumoconiosi,B,Area Clinica 2017,organi di senso
2594,Il mascellare superiore partecipa alla costituzione di:,Condotto uditivo esterno,Cavità orbitaria,Fossa temporale,Seno frontale,Articolazione temporo-mandibolare,B,Area Clinica 2017,organi di senso
2595,Quale di questi è un fattore di rischio per lo sviluppo di una candidosi del cavo orale:,La presenza di un tumore maligno,La carie,Un trauma acuto,Un'infezione virale,L'immunodepressione,E,Area Clinica 2017,organi di senso
2596,La displasia fibrosa nel distretto oro-maxillo-facciale:,è una condizione maligna,è un processo di ossificazione metaplastica da cellule fibroblastiche parenchimali,non è una condizione patologica,è sinonimo di osteosarcoma,è una particolare forma di osteomielite cronica,B,Area Clinica 2017,organi di senso
2597,Quale fra queste lesioni del cavo orale è maggiormente a rischio di degenerazione neoplastica?,Mucocele,"Nevo AREA CLINICA Pag. 439/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Fibroma,Esostosi,Lichen atrofico erosivo,E,Area Clinica 2017,organi di senso
2598,Una insufficienza velo-faringea puo' essere causata da:,velo breve congenito,palatoschisi,paralisi del muscolo elevatore del palato,schisi sottomucosa del velo,tutte cause indicate sono valide,E,Area Clinica 2017,organi di senso
2599,"La tonsillite ""pseudomembranosa"" si osserva, oggi, nell'ambito di quale quadro morboso:",morbillo,mononucleosi infettiva,insufficienza renale,morbo di Basedow,sinusite mascellare,B,Area Clinica 2017,organi di senso
2600,Quale è il corretto atteggiamento da adottare in presenza di un'ulcera linguale che non si risolve o guarisce in 15 gg.?,terapia antibiotica,terapia topica con collutori disinfettanti,terapia antimicotica,tampone per esame colturale,consulenza specialistica,E,Area Clinica 2017,organi di senso
2601,Quale di questi nervi non partecipa alla sensibilità gustativa,Trigemino,Ipoglosso,Glossofaringeo,Vago,Corda del timpano,B,Area Clinica 2017,organi di senso
2602,Il mascellare superiore dà inserzione a:,M. temporale,M. buccinatore,M. pterigoideo interno,M. pterigoideo esterno,M. digastrico,B,Area Clinica 2017,organi di senso
2603,La classificazione di Le Fort riguarda:,le cisti mandibolari,"le fratture della mandibola AREA CLINICA Pag. 440/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",le fratture del mascellare superiore,le malformazioni della mandibola,le malformazioni dell'orecchio esterno,C,Area Clinica 2017,organi di senso
2604,La ghiandola parotide è:,Acinosa e sierosa,Mucipara,Sierosa,Tutte le risposte sono errate,Tutte le risposte sono esatte,A,Area Clinica 2017,organi di senso
2605,La scialorrea è:,Iperproduzione ed ipersecrezione di saliva,Una secrezione auricolare muco-purulenta,Abbondante secrezione nasale,Eccessiva lacrimazione per ostruzione del dotto naso-lacrimale,nessuna delle altre risposte indicate,A,Area Clinica 2017,organi di senso
2606,"Un paziente presenta difficoltà nella deglutizione, perchè non riesce a muovere bene la lingua. Quale nervo potrebbe essere interessato:",V nervo cranico,VII nervo cranico,IX nervo cranico,X nervo cranico,XII nervo cranico,E,Area Clinica 2017,organi di senso
2607,Il dotto di Wharton sbocca a livello:,Della faccia interna della guancia all'altezza della corona del secondo molare superiore,Del fornice gengivale superiore,Del fornice gengivale inferiore,Della caruncola sottolinguale,Nessuna delle localizzazioni indicate,D,Area Clinica 2017,organi di senso
2608,In quale delle patologie elencate è indicata una profilassi antibiotica preoperatoria in chirurgia orale?,L'insufficienza di valvola cardiaca,Le infezioni croniche,L'anemia megaloblastica,Il favismo,La sindrome di Sjogren,A,Area Clinica 2017,organi di senso
2609,"La ""lingua a lampone"" e caratteristica di:",sprue,"anemia perniciosa AREA CLINICA Pag. 441/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",scarlattina,sindrome di Sjogren,coagulopatie,C,Area Clinica 2017,organi di senso
2610,L'azione motoria della lingua è regolata da:,nervo trigemino,nervo faciale,nervo ipoglosso,nervo vago,nervo glosso-faringeo,C,Area Clinica 2017,organi di senso
2611,Nel caso di frattura di condilo mandibolare il depiazzamento antero-mediale della testa è causata da:,muscolo pterigoideo interno,muscolo pterigoideo esterno,muscolo massetere,azione sinergica del muscolo massetere e pterigoideo interno,azione sinergica del muscolo massetere e pterigoideo  esterno,B,Area Clinica 2017,organi di senso
2612,La diagnosi certa di neoplasie del cavo orale:,è strumentale,è sempre istologica,è clinica,è clinico-strumentale,indagini ecografici,B,Area Clinica 2017,organi di senso
2613,Sulla testa e sul collo del condilo mandibolare si inserisce:,il muscolo massetere,il muscolo buccinatore,il muscolo pterigoideo interno,il muscolo pterigoideo esterno,il muscolo condilare,D,Area Clinica 2017,organi di senso
2614,La sinostosi interessante la sutura metopica determina:,scafocefalia,oxicefalia,plagiocefalia,turricefalia,trigonocefalia,E,Area Clinica 2017,organi di senso
2615,L'apofisi coronoidea della mandibola da inserzione a:,il muscolo temporale,"il muscolo massetere AREA CLINICA Pag. 442/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",il muscolo pterigoideo interno,il muscolo pterigoideo esterno,il muscolo genioioideo,A,Area Clinica 2017,organi di senso
2616,La displasia fibrosa delle ossa facciali è:,un tumore maligno,è sinonimo di osteosarcoma,è una neoformazione a carattere incerto,è un processo infettivo delle ossa facciali,è una metaplasia ossea da cellule fibroblastiche parenchimali,E,Area Clinica 2017,organi di senso
2617,La trombosi del seno cavernoso può essere complicanza di:,foruncolo del naso,necrosi settale del consumatore di cocaina,ascesso mandibolare,otite esterna,osteiti alveolari,A,Area Clinica 2017,organi di senso
2618,Il dotto di Wharton drena il secreto della:,ghiandola parotide,ghiandola tiroide,ghiandola sottomandibolare,ghiandola ipofisi,ghiandola sottomascellare,C,Area Clinica 2017,organi di senso
2619,Il termine gnato-schisi definisce:,la schisi interessante il labbro,la schisi interessante il palato secondario,la schisi del palato molle,la schisi dell'ugola,la schisi della cresta alveolare,E,Area Clinica 2017,organi di senso
2620,Quali dei seguenti segni e sintomi caratterizzano la pulpite acuta dentaria?,sanguinamento,edema,dolore urente,tumefazione,tumefazione senza dolore,C,Area Clinica 2017,organi di senso
2621,Il melanoma della mucosa orale è:,frequentemente associato ad esposizione solare,"associato al fumo AREA CLINICA Pag. 443/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",associato al carcinoma spinocellulare,molto raro e con fattori eziologici sconosciuti,è un nevo atipico della mucosa,D,Area Clinica 2017,organi di senso
2622,Il dotto escretore della ghiandola parotide è:,il dotto di Stenone,il dotto di Wharton,il dotto di Bartolini,il dotto di Ippocrate,il dotto di Bichat,A,Area Clinica 2017,organi di senso
2623,Il nervo trigemino è:,un nervo prevalentemente motorio,un nervo prevalentemente sensitivo,un nervo che innerva soprattutto strutture del collo,un nervo che innerva la muscolatura mimica del volto,"un nervo sensitivo AREA CLINICA Pag. 444/578 Ministero dell Istruzione, dell  Università e della Ricerca, , Ostetricia e ginecologia",B,Area Clinica 2017,organi di senso
2624,Quale delle seguenti non è una causa di dispareunia superficiale nella donna?,secchezza vaginale,iperattività del muscolo elevatore dell'ano,Vulvite,Cistite,malattia infiammatoria pelvica,E,Area Clinica 2017,ostetricia e ginecologia
2625,Quale dei seguenti rappresenta il miglior test di screening genetico per la diagnosi di anemia falciforme del feto?,cultura delle cellule del liquido amniotico,campioni di sangue fetale,alfafetoproteina del liquido amniotico,concentrazione chimica dell'urina materna,ecografia,B,Area Clinica 2017,ostetricia e ginecologia
