,id,question,A,B,C,D,E,answer,category,macro category
3158,3159,la denuncia della causa di morte:,spetta solo al medico legale,spetta solo al direttore amministrativo,spetta al medico che per l'esercizio e a causa della professione abbia conoscenza certa della causa della morte,spetta al primario,nessuna delle risposte indicate è vera,C,Area Preclinica 2018,prevenzione e deontologia medica
3159,3160,"avendo assistito un piccolo bambino in un caso fortemente sospetto (sulla base di riscontri obiettivi e di informazioni raccolte presso il servizio sociale) di maltrattamenti, il medico libero professionista deve procedere a segnalazione all'autorità giudiziaria?","sì, perché il referto è dovuto trattandosi di un delitto perseguibile d'ufficio","no, perché il referto è dovuto trattandosi di un delitto perseguibile d'ufficio","no, perché il referto non è dovuto in caso di semplice sospetto del delitto","no, perché il referto non è dovuto non trattandosi di un delitto perseguibile d'ufficio","si, se i genitori acconsentono",A,Area Preclinica 2018,prevenzione e deontologia medica
3160,3161,in una ferita da taglio i margini sono:,regolari,irregolari,caratterizzati da perdita di sostanza,caratterizzati dalla presenza di ponti di tessuto,seghettati,A,Area Preclinica 2018,prevenzione e deontologia medica
3161,3162,per i certificati medici il falso ideologico incide sul contenuto:,calligrafico dell'atto,sintattico dell'atto,concettuale dell'atto,formale dell'atto,materiale dell'atto,C,Area Preclinica 2018,prevenzione e deontologia medica
3162,3163,per cure palliative integrate si intende:,il controllo del dolore nei pazienti terminali,il controllo del dolore e di altri sintomi nei pazienti terminali,l'assistenza erogata al domicilio dei pazienti terminali,l'assistenza erogata in hospice ai pazienti terminali,"l'assistenza globale, con controllo del dolore, degli altri sintomi, delle problematiche psicologiche e sociali dei pazienti la cui malattia non risponde piu' ai trattamenti curativi.",E,Area Preclinica 2018,prevenzione e deontologia medica
3163,3164,la rimozione di un fattore di rischio ambientale puo' essere:,prevenzione primaria,prevenzione secondaria,prevenzione terziaria,riabilitazione,nessuna delle risposte indicate,A,Area Preclinica 2018,prevenzione e deontologia medica
3164,3165,in termini di programmazione sanitaria la definizione di efficacia si desume dal rapporto tra:,procedure attuate e procedure ottimali,risorse utilizzate e risorse programmate,obiettivi raggiunti e obiettivi programmati,risorse disponibili e risorse programmate,nessuna delle risposte indicate,C,Area Preclinica 2018,prevenzione e deontologia medica
3165,3166,gli elementi soggettivi del reato sono costituiti da:,la colpa e il dolo,il dolo e la preterintenzione,"il dolo, la colpa ed il rapporto di casualita' materiale","il dolo, la colpa e la preterintenzione","l'azione, l'evento e il rapporto di casualita' materiale",D,Area Preclinica 2018,prevenzione e deontologia medica
3166,3167,nell'ambito della colpa generica imperizia e':,avventatezza,svogliatezza e leggerezza,superficialita' e carenza di sollecitudine,carenza della preparazione tecnica adeguata e necessaria,disattenzione e dimenticanza,D,Area Preclinica 2018,prevenzione e deontologia medica
3167,3168,quale fra queste non e' una denuncia sanitaria obbligatoria:,denuncia delle malattie professionali,denuncia di infanti deformi,denuncia di abuso sul minore,denuncia delle malattie infettive e diffusive,denuncia delle cause di morte,C,Area Preclinica 2018,prevenzione e deontologia medica
3168,3169,le radiazioni ionizzanti hanno lunghezza d'onda:,inferiore a 100 nm,superiore a 100 nm,superiore a 1 mm,tra 1 mm e 1 cm,nessuna di queste risposte,A,Area Preclinica 2018,prevenzione e deontologia medica
3169,3170,il termine sars significa:,subacute american respiratory syndrome,severe american respiratory syndrome,severe asiatic respiratory syndrome,subacute asiatic respiratory syndrome,severe acute respiratory syndrome,E,Area Preclinica 2018,prevenzione e deontologia medica
3170,3171,certificazione (art.21):,il medico puo' rifiutarsi di rilasciare al cittadino certificati inerenti il suo stato di salute,il medico non puo' rifiutarsi di rilasciare al cittadino certificati inerenti il suo stato di salute,nel redigere il certificato il medico puo' attestare anche dati non constatati direttamente,il medico puo' rilasciare certificati sullo stato di salute del cittadino solo dietro presentazione di richiesta scritta,il medico puo' rilasciare certificati al cittadino anche quando questi non siano chiesti dall'interessato ma da un parente stretto,B,Area Preclinica 2018,prevenzione e deontologia medica
3171,3172,"l'attuale legge sulla sanita' (229/99), prevede che l'accreditamento per erogare prestazioni nell'ambito e per conto del ssn, venga rilasciato da:",stato,comune,regione,asl,ente privato di certificazione,C,Area Preclinica 2018,prevenzione e deontologia medica
3172,3173,le infezioni nosocomiali sono quelle che si manifestano:,dopo cinque giorni dal ricovero,al momento del ricovero,subito dopo il ricovero,72 ore dopo il ricovero,dopo una settimana dal ricovero,D,Area Preclinica 2018,prevenzione e deontologia medica
3173,3174,il trattamento sanitario obbligatorio puo' essere attuato in una delle seguenti condizioni:,esclusivamente in regime di ricovero ospedaliero,esclusivamente al domicilio del paziente,esclusivamente in regime ambulatoriale,solo in una citta' diversa di residenza,sia in regime di ricovero ambulatoriale che domiciliare,E,Area Preclinica 2018,prevenzione e deontologia medica
3174,3175,i distretti:,comprendono piu' aziende usl,sono unita' operative maggiori delle usl,hanno un bacino di utenza di 10-60000 abitanti,garantiscono servizi di assistenza domiciliare integrata,comprendono al loro interno una sola tipologia di servizio,D,Area Preclinica 2018,prevenzione e deontologia medica
3175,3176,il raffreddamento corporeo fa parte dei fenomeni:,abiotici consecutivi,abiotici immediati,abiotici trasformativi,trasformativi,trasformativi speciali,A,Area Preclinica 2018,prevenzione e deontologia medica
3176,3177,l'omissione di referto e' legittima solo:,quando si espone la persona assistita a procedimento penale,quando si espone la persona assistita a procedimento civile,quando si espone il medico a procedimento penale,quando si espone il medico a procedimento civile,mai,A,Area Preclinica 2018,prevenzione e deontologia medica
3177,3178,quale categoria di medici ha l'obbligo di prestare la propria opera in qualita' di ausiliario di polizia giudiziaria?,solo i medici di medicina generale,solo gli specialisti in medicina legale,solo i medici di direzione sanitaria,solo i pubblici ufficiali,tutti i medici,E,Area Preclinica 2018,prevenzione e deontologia medica
3178,3179,nel redigere la certificazione bisogna valutare e attestare:,cio' che e' suggerito dal paziente,gli elementi che possono dare vantaggio al paziente,dati clinici direttamente constatati,dati clinici che non portano danno al medico,dati clinici che non portano danno al paziente,C,Area Preclinica 2018,prevenzione e deontologia medica
3179,3180,quale tra le seguenti vaccinazioni è attualmente obbligatoria in italia per tutti i nuovi nati ?,antipertosse,antiepatite b,antiepatite a,anti haemophilus influenzae,antipneumococco,B,Area Preclinica 2018,prevenzione e deontologia medica
3180,3181,attraverso quale via si trasmettono morbillo e tubercolosi ?,oro-fecale,da animali (zoonosi),via aerea,da artropodi,via sessuale,C,Area Preclinica 2018,prevenzione e deontologia medica
3181,3182,"il paziente affetto da malaria da ""falciparum"" può costituire un serbatoio di infezione per le zanzare per non più di:",1 anno,2 anni,5 anni,10 anni,15 anni,A,Area Preclinica 2018,prevenzione e deontologia medica
3182,3183,un fattore è considerato una causa sufficiente ma non necessaria di malattia se:,la malattia si verifica sempre e solo se il fattore è presente,il fattore è assente la malattia non può verificarsi,il fattore è presente la malattia si verifica sempre,la malattia si verifica anche in assenza di quel fattore,nessuna delle risposte indicate è corretta,C,Area Preclinica 2018,prevenzione e deontologia medica
3183,3184,durante una campagna informativa è stato suggerito a tutte le donne all'inizio della gravidanza di sottoporsi al test per l'hiv. qual è il più importante motivo per l'identificazione precoce delle donne gravide hiv+ ?,programmare la nascita con taglio cesareo per ridurre il rischio di trasmissione connatale dell'infezione,disincentivare l'allattamento al seno per ridurre il rischio di trasmissione al neonato,consigliare alla donna gravida la terapia antiretrovirale per ridurre il rischio di trasmissione connatale dell'infezione,identificare precocemente i neonati hiv+ al fine di allungarne la sopravvivenza,suggerire l'aborto terapeutico,C,Area Preclinica 2018,prevenzione e deontologia medica
3184,3185,"per quali test di screening vi è, al momento attuale, evidenza di efficacia qualora applicati a livello di popolazione?",striscio vaginale (pap-test) per il carcinoma del collo dell'utero,antigene prostatico specifico (psa) per il carcinoma della prostata,esame clinico del seno per il carcinoma della mammella,esame dell'espettorato e rx torace nei fumatori per il carcinoma polmonare,livelli ematici di ca 125 per il carcinoma ovarico,A,Area Preclinica 2018,prevenzione e deontologia medica
3185,3186,lo strumentario medico è esposto alla temperatura di 121°c per poco più di 10 minuti quando viene sterilizzato con:,aria calda,raggi infrarossi,raggi gamma,vapore acqueo saturo sotto pressione,ossido di etilene,D,Area Preclinica 2018,prevenzione e deontologia medica
3186,3187,a chi verra' offerto gratuitamente il vaccino hpv contro il papillomavirus umano secondo le direttive nazionali 2007?,le nuove nate,le dodicenni,le venticinquenni,tutte le donne che ne faranno richiesta,la scelta e' ancora in discussione,B,Area Preclinica 2018,prevenzione e deontologia medica
3187,3188,la prevenzione secondaria consiste:,nel supporto terapeutico e psichico del paziente portatore di malattia cronica,nella rimozione dei fattori di rischio ambientali,nella rimozione dei fattori di rischio ereditari,nella rimozione dei fattori di rischio individuali,nella diagnosi precoce di una malattia,E,Area Preclinica 2018,prevenzione e deontologia medica
3188,3189,qual è il problema sanitario più frequente del viaggiatore internazionale che si reca in paesi in via di sviluppo:,incidenti stradali,febbre tifoide,diarrea del viaggiatore,malaria,infezione da hiv,C,Area Preclinica 2018,prevenzione e deontologia medica
3189,3190,la prevenzione primaria ha l'obiettivo di:,impedire l'insorgenza di una specifica malattia in persone sane,evitare che emergano e si stabilizzino abitudini di vita che contribuiscono ad elevare il rischio di malattia,"scoprire casi di malattia prima che questi si manifestino clinicamente per interrompere, rallentare o migliorare il decorso della malattia",prevenire le complicanze di una malattia già manifesta clinicamente e facilitare il reinserimento sociale del soggetto,evitare l'insorgenza di neoplasie maligne in età pediatrica,A,Area Preclinica 2018,prevenzione e deontologia medica
3190,3191,quale tra le seguenti malattie croniche e' compresa fra i fattori di rischio per la valutazione del rischio cardiovascolare?,infarto del miocardio,trombosi cerebrale,diabete,bronchite cronica,diatesi emorragica,C,Area Preclinica 2018,prevenzione e deontologia medica
3191,3192,"la morte di un bambino con meno di 28 giorni è definita come tasso, per 1000 nati vivi, di mortalità :",fetale,perinatale,neonatale,post neonatale,infantile,C,Area Preclinica 2018,prevenzione e deontologia medica
3192,3193,"quale, tra i seguenti, e' il principale fattore di rischio dell'ictus cerebrale?",ipercolesterolemia,consumo di sigarette,consumo di alcol,ipertensione arteriosa,ddiabete,D,Area Preclinica 2018,prevenzione e deontologia medica
3193,3194,tutte le seguenti affermazioni relative alla disinfezione terminale con aldeide formica sono corrette tranne:,l'ambiente deve essere ermeticamente chiuso,la temperatura dell' ambiente deve essere fra i 15 ed i 20 gradi centigradi,il disinfettante deve agire per un periodo di almeno 6 ore,"debbono essere allontanati dall' ambiente materiali quali cuoio, pellicce e libri",l'umidità relativa deve essere prossima al 100%,D,Area Preclinica 2018,prevenzione e deontologia medica
3194,3195,la sorgente di infezione della tossinfezione alimentare da clostridium perfringens è:,latte,verdure,brodo,carni,portatori,E,Area Preclinica 2018,prevenzione e deontologia medica
3195,3196,lo sviluppo sostenibile è definito come:,giudizio sulla compatibilità di un progetto con l'ambiente fisico e antropico,sviluppo che non supera e non compromette le capacità di carico dell'ambiente di reagire alla pressione dell'uomo,parere di legittimità di un progetto con le normative nazionali in materia ambientale,parere di legittimità di un progetto con le normative regionali in materia ambientale,parere di compatibilità di un progetto edilizio con i regolamenti locali di igiene,B,Area Preclinica 2018,prevenzione e deontologia medica
3196,3197,quale delle seguenti affermazioni sulle infezioni da legionelle e' corretta?,"legionella, unico genere della famiglia delle legionellaceae, comprende una decina di specie, tutte patogene per l'uomo",le legionelle si riproducono nell'acqua tra 4 e 25°c,l'infezione avviene per ingestione di acqua contaminata,"la diagnosi si effettua con la ricerca dell'antigene urinario, isolando legionella dai campioni biologici (in particolare dall'escreato) ed eventualmente valutando la sieroconversione (aumento del titolo anticorpale)",la prevenzione consiste essenzialmente nella somministrazione di gammaglobuline,D,Area Preclinica 2018,prevenzione e deontologia medica
3197,3198,in italia la ricerca degli anticorpi anti-hiv nel sangue dei donatori si effettua obbligatoriamente a partire dal:,1980,1982,1985,1988,1989,C,Area Preclinica 2018,prevenzione e deontologia medica
3198,3199,"in italia, la quota di prodotto interno lordo destinata alla sanità (spesa sanitaria complessiva) è compresa nell'intervallo:",1 - 5%,6 -10%,11 - 15%,16 - 20%,21-25%,B,Area Preclinica 2018,prevenzione e deontologia medica
3199,3200,l'ingestione di carne di bovini affetti da encefalopatia spongiforme (bse) potrebbe essere associata a:,aids,sindrome di creutzfeldt-jakob,malaria,brucellosi,legionellosi,B,Area Preclinica 2018,prevenzione e deontologia medica
3200,3201,cosa sono le aflatossine?,fanno parte dei pesticidi che possono residuare negli alimenti,sono tossine che si formano negli alimenti ricchi di ammine,si formano negli alimenti conservati in condizioni di bassa umidita' e temperatura dell'aria,sono sostanze che si producono durante l'affumicatura dei cibi,nessuna delle affermazioni indicate,E,Area Preclinica 2018,prevenzione e deontologia medica
3201,3202,quale tra i seguenti servizi è il più idoneo per erogare un intervento socio-riabilitativo per un soggetto alcolista:,ospedale,assistenza domiciliare integrata (adi),servizio per le tossicodipendenze (sert),residenza sanitaria assistenziale (rsa),istituto di ricovero e cura a carattere scientifico (irccs),C,Area Preclinica 2018,prevenzione e deontologia medica
3202,3203,in italia il controllo per la presenza del virus dell'epatite c nel sangue dei donatori si effettua obbligatoriamente dal:,1980,1985,1990,1995,1999,C,Area Preclinica 2018,prevenzione e deontologia medica
3203,3204,quali tra le seguenti caratteristiche individuali non è considerato tra i fattori di rischio delle cardiopatie ischemiche:,alto livello di colesterolo totale,fumo di sigaretta,ipertensione arteriosa,alto livello di lipoproteine ldl,assunzione di modiche quantità di alcol,E,Area Preclinica 2018,prevenzione e deontologia medica
3204,3205,qual è il serbatoio principale dell'infezione da toxoplasma ?,uomo,bovini,roditori,gatto,zanzare,D,Area Preclinica 2018,prevenzione e deontologia medica
3205,3206,la profilassi vaccinale della poliomielite in italia viene attualmente effettuata con:,unica somministrazione di vaccino di salk,quattro somministrazioni di vaccino di sabin,quattro somministrazioni di vaccino di salk,"quattro somministrazioni, le prime due con vaccino di sabin, le successive con vaccino di salk","due somministrazioni, la prima con vaccino di sabin, la seconda con vaccino di salk",C,Area Preclinica 2018,prevenzione e deontologia medica
3206,3207,sono considerati rifiuti urbani pericolosi,pile,medicinali scaduti,frigoriferi e condizionatori,batterie d'auto,tutte le risposte indicate sono corrette,E,Area Preclinica 2018,prevenzione e deontologia medica
3207,3208,gli screening di massa vengono organizzati per malattie con quali caratteristiche?,malattie per le quali esistono efficaci misure di prevenzione primaria,"malattie che sono facilmente diagnosticate, anche se non ci sono trattamenti disponibili",malattie con un esito che può essere migliorato da un intervento medico precoce,malattie infettive a rapida guarigione,nessuna delle risposte indicata è corretta,C,Area Preclinica 2018,prevenzione e deontologia medica
3208,3209,gli studi epidemiologici su popolazioni migranti sono utilizzati principalmente per valutare:,l'incidenza della malattia in diverse nazioni,la prevalenza puntuale della malattia in diverse nazioni,la prevalenza periodale della malattia in diverse nazioni,il diverso ruolo di fattori di rischio ambientali ed ereditari nell'etiopatogenesi di una malattia,nessuna delle altre risposte,D,Area Preclinica 2018,prevenzione e deontologia medica
3209,3210,cosa deve fare un medico che accerta un caso di meningite da neisseria meningitidis? tutte le seguenti azioni sono corrette eccetto:,segnalare rapidamente il caso (sistema di notifica obbligatoria) anche sospetto e poi confermarlo con diagnosi di laboratorio,isolare il malato fino a 24h dopo l'inizio di un appropriato trattamento chemioterapico,effettuare la disinfezione dei secreti naso-faringei e del materiale che viene a contatto con questi secreti,"con il supporto del medico igienista di sanita' pubblica, effettuare un'inchiesta epidemiologica per valutare le fonti di contagio ed individuare i contatti",isolare per tutto il periodo d'incubazione della malattia i conviventi ed i contatti stretti del malato,E,Area Preclinica 2018,prevenzione e deontologia medica
3210,3211,"il sangue di un malarico da ""plasmodium malariae"" può trasmettere la malattia in seguito a trasfusione al massimo per:",l anno,5anni,10anni,20 anni,40 anni,E,Area Preclinica 2018,prevenzione e deontologia medica
3211,3212,il calendario vaccinale italiano per l'infanzia e l'età evolutiva include:,le sole vaccinazioni obbligatorie con le relative modalità di somministrazione,l'elenco delle vaccinazioni richieste per i viaggiatori internazionali,sia le vaccinazioni obbligatorie sia quelle raccomandate,le sole vaccinazioni raccomandate con le relative modalità di somministrazione,le sole vaccinazioni raccomandate in caso di conviventi malati o portatori sani,C,Area Preclinica 2018,prevenzione e deontologia medica
3212,3213,con le modifiche al codice stradale italiano avvenute nel luglio del 2002 il livello massimo di alcolemia consentito per i guidatori:,e' rimasto a 30 mg/100ml,e' sceso da 50 mg/100ml a 30 mg/100ml,e' rimasto a 50 mg/100ml,e' rimasto a 80 mg/100ml con l'eccezione delle ore notturne durante le quali il limite è sceso a 50 mg/100ml,e' sceso da 80 mg/100ml a 50 mg/100ml,E,Area Preclinica 2018,prevenzione e deontologia medica
3213,3214,nella quasi totalità dei casi di tetano notificati al ministero della salute in questi ultimi anni l'infezione si è manifestata in seguito a:,ulcere varicose,ustioni,traumi della strada,"ferite o escoriazioni banali, per cui non erano state richieste cure mediche","ferire da taglio ""pulite""",D,Area Preclinica 2018,prevenzione e deontologia medica
3214,3215,quale tra le seguenti malattie infettive è tipicamente associata agli ambienti confinati (building related illnesses) ?,legionellosi,asma allergico,epatite a,botulismo,febbre tifoide,A,Area Preclinica 2018,prevenzione e deontologia medica
3215,3216,"in italia, la prima causa di morte è rappresentata da:",le malattie dell'apparato digerente,le malattie dell'apparato respiratorio,le malattie del sistema circolatorio,i tumori,le malattie infettive - parassitarie e l'aids,C,Area Preclinica 2018,prevenzione e deontologia medica
3216,3217,la vaccinazione antirabbica viene attualmente prescritta in italia:,mai,nei soggetti morsicati da mammiferi quando l'animale morsicatore non è posto sotto controllo veterinario,in ogni caso nei soggetti morsicati da mammiferi,in ogni caso nei soggetti venuti a contatto stretto con qualunque animale,nei soggetti venuti a contatto con terreno contaminato,B,Area Preclinica 2018,prevenzione e deontologia medica
3217,3218,l'eradicazione di una malattia in una popolazione si verifica quando:,si ha l'assenza di nuovi casi di una malattia in una popolazione in seguito a specifici interventi di prevenzione ma l'agente responsabile della malattia è ancora in circolazione nella popolazione,si ha l'assenza di nuovi casi di una malattia in una popolazione in seguito a specifici interventi di prevenzione e l'agente responsabile della malattia non è più in circolazione nella popolazione,si ha una significativa e consolidata riduzione dei casi della malattia in una popolazione in seguito a specifici interventi di prevenzione,si ha una presenza di casi di malattia isolati nello spazio e nel tempo in seguito a specifici interventi di prevenzione,nessuna delle risposte indicate è corretta,B,Area Preclinica 2018,prevenzione e deontologia medica
3218,3219,quale tra le seguenti è funzione specifica del dipartimento di prevenzione?:,la vigilanza e il controllo degli alimenti di origine animale,il controllo e il coordinamento dell'attività dei medici competenti operanti nel territorio,le visite domiciliari e ambulatoriali a scopo diagnostico e terapeutico,l'assistenza domiciliare nei confronti dei propri assistiti ambulabili,la denuncia all'autorità giudiziaria dei soggetti tossicodipendenti,A,Area Preclinica 2018,prevenzione e deontologia medica
3219,3220,quali di queste affermazioni sull'aids in italia sono corrette?,nel 2005 sono stati segnalati circa 1.500 nuove diagnosi di aids ed almeno 3.500 nuove infezioni,la percentuale delle donne colpite dal virus e' risultata pari al 15-20%,in totale si stima che i residenti in italia infetti sono tra i 110 mila e i 130 mila,"attualmente circa il 20% dei nuovi casi di infezione avviene attraverso rapporti eterosessuali, il 40% attraverso rapporti omosessuali o bisessuali e il resto attraverso lo scambio di siringhe infette",i casi di aids da trasmissione verticale sono stati in tutto circa 150 e non si verificano piu' casi dal 2000,C,Area Preclinica 2018,prevenzione e deontologia medica
3220,3221,tutte le seguenti affermazioni relative all'immmunoprofilassi passiva sono vere tranne:,consiste nella somministrazione di sieri contenenti anticorpi,è una pratica che si usa in condizioni di emergenza,conferisce una protezione di lunga durata,può provocare gravi reazioni allergiche,possono essere utilizzati sieri sia di origine umana che di origine animale,C,Area Preclinica 2018,prevenzione e deontologia medica
3221,3222,"nell'ambito degli inquinanti atmosferici, per pm10 si intende la frazione di particelle sospese con diametro inferiore a:",100 µ,10 µ,"2,5 µ",1 µ,"0,1 µ",B,Area Preclinica 2018,prevenzione e deontologia medica
3222,3223,indicare tra le seguenti tipologie di assistenza quelle non comprese nei livelli essenziali di assistenza:,l'assistenza sanitaria collettiva in ambiente di vita e di lavoro,l'assistenza distrettuale,l'assistenza ospedaliera,chirurgia estetica,l'attività di prevenzione,D,Area Preclinica 2018,prevenzione e deontologia medica
3223,3224,gli indici di benessere termico sono:,misure convenzionali che tengono conto dei principali fattori microclimatici,apparecchi per la misurazione dell'umidità,apparecchi per la misurazione della ventilazione,misure convenzionali che tengono conto della temperatura dell'ambiente,i limiti massimi tollerabili di sostanze inquinanti nell'aria,A,Area Preclinica 2018,prevenzione e deontologia medica
3224,3225,sono stati identificati alcuni fattori di rischio dell'ictus cerebrale. l'abolizione o il controllo di quale dei seguenti fattori fornisce migliori risultati in termini di riduzione del rischio di ictus?,fumo di tabacco,consumo eccessivo di alcool,diabete mellito,ipertensione arteriosa,ipercolesterolemia,D,Area Preclinica 2018,prevenzione e deontologia medica
3225,3226,il principale fattore di rischio delle broncopneumopatie croniche ostruttive è rappresentato da:,l'appartenenza alla classe sociale più bassa,le affezioni respiratorie della prima infanzia,l'inquinamento atmosferico,il fumo di tabacco,l'esposizione professionale a polveri,D,Area Preclinica 2018,prevenzione e deontologia medica
3226,3227,quanti g di alcol sono presenti in 100 ml di vino di 10°?,4 g,6 g,8 g,10 g,12 g,C,Area Preclinica 2018,prevenzione e deontologia medica
3227,3228,tutti questi sono fitofarmaci (o insetticidi o pesticidi) eccetto:,carbammati,organofosforici,"autan, essenza di citronella, essenza di geranio",piretroidi,composti organici clorurati,C,Area Preclinica 2018,prevenzione e deontologia medica
3228,3229,quale dei seguenti agenti immunobiologici è utilizzato per prevenire il tetano :,vaccino batterico ucciso o inattivato,vaccino virale ucciso o inattivato,vaccino virale vivente attenuato,anatossina,vaccino batterico vivente attenuato,D,Area Preclinica 2018,prevenzione e deontologia medica
3229,3230,"tutti i seguenti fattori, presenti nella fase di preparazione degli alimenti, favoriscono il manifestarsi di tossinfezioni alimentari tranne:",refrigerazione inadeguata,tempo intercorso tra la preparazione e il consumo del cibo superiore a 12h,conservazione a caldo dell'alimento a temperature superiori ai 65 oc,manipolazione dei cibi da parte di soggetti malati o portatori,utilizzazione di utensili o attrezzature non idonei o non sufficientemente puliti,C,Area Preclinica 2018,prevenzione e deontologia medica
3230,3231,una unità alcolica (ua) corrisponde a circa:,3 g di etanolo,6 g di etanolo,9 g di etanolo,12 g di etanolo,15 g di etanolo,D,Area Preclinica 2018,prevenzione e deontologia medica
3231,3232,la prevenzione secondaria ha l'obiettivo di:,impedire l'insorgenza di una specifica malattia in persone sane,evitare che emergano e si stabilizzino abitudini di vita che contribuiscono ad elevare il rischio di malattia,"scoprire casi di malattia prima che questi si manifestino clinicamente per interrompere, rallentare o migliorare il decorso della malattia",prevenire le complicanze di una malattia già manifesta clinicamente e facilitare il reinserimento sociale del soggetto,prevenire la comparsa di neoplasie maligne in età adulta,C,Area Preclinica 2018,prevenzione e deontologia medica
3232,3233,la rimozione di un fattore di rischio ambientale può essere classificato come intervento di:,prevenzione secondaria,prevenzione terziaria,prevenzione primaria,riabilitazione,terapia etiologica,C,Area Preclinica 2018,prevenzione e deontologia medica
3233,3234,tutte le seguenti sono misure preventive utilizzate nella lotta alla tubercolosi in italia eccetto:,la sorveglianza della cutipositivita' su gruppi a rischio,la chemioprofilassi per prevenire il passaggio da infezione latente a malattia,le indagini schermografiche di massa,una attenta sorveglianza epidemiologica per l'individuazione precoce dei nuovi casi,"interventi di bonifica ambientale, di miglioramento economico e di educazione sanitaria",C,Area Preclinica 2018,prevenzione e deontologia medica
3234,3235,la valutazione di impatto ambientale (via) è:,un giudizio sulla compatibilità di un progetto con l'ambiente fisico e antropico,la registrazione dei casi di malattia causati da un insediamento industriale,uno sviluppo che supera e compromette le capacità di carico dell'ambiente di reagire alla pressione dell'uomo,lo svolgimento di studi epidemiologici longitudinali,la predisposizione di interventi di prevenzione secondaria sugli esposti ad inquinanti industriali,A,Area Preclinica 2018,prevenzione e deontologia medica
3235,3236,la disinfestazione è un metodo utilizzato per:,distruggere i batteri patogeni,distruggere gli ectoparassiti e gli artropodi vettori,bloccare le attività vitali di tutti i microrganismi patogeni,"distruggere batteri, virus e miceti",distruggere ogni forma vivente incluse le spore,B,Area Preclinica 2018,prevenzione e deontologia medica
3236,3237,"dopo quanto tempo dalla infestazione le uova di ""ascaris lumbricoides"" si trovano nelle feci:",1 settimana,2 settimane,4 settimane,8 settimane,16 settimane,D,Area Preclinica 2018,prevenzione e deontologia medica
3237,3238,la massima autorita' sanitaria a livello locale in base alle norme vigenti e':,il questore,l'ufficiale sanitario,il sindaco,il medico provinciale,il direttore generale della azienda usl,C,Area Preclinica 2018,prevenzione e deontologia medica
3238,3239,"secondo il calendario delle vaccinazioni per l'età evolutiva (piano nazionale vaccini 2005), quali vaccinazioni sono obbligatorie?","anti-polio, tetano, epatite virale b e mpr (morbillo, parotite, rosolia)","anti-polio, tetano, difterite e pertosse","anti-difterite, epatite virale b, pertosse e mpr (morbillo, parotite, rosolia)","anti-difterite, tetano, polio, epatite virale b","tutte le vaccinazioni per l'infanzia sono attualmente raccomandate, non più obbligatorie",D,Area Preclinica 2018,prevenzione e deontologia medica
3239,3240,un valore di rischio relativo di 1 indica presumibilmente che il supposto fattore di rischio:,non è un fattore di rischio ma è un fattore protettivo,non ha influenza sullo sviluppo della malattia,ha una forte influenza sullo sviluppo della malattia,i soggetti siano tutti volontari,nessuna delle risposte indicate è corretta,B,Area Preclinica 2018,prevenzione e deontologia medica
3240,3241,tra le competenze delle regioni in materia di sanita' annoveriamo tutte le seguenti eccetto:,definizione dei criteri generali sull'assetto organizzativo e gestionale del servizio in ambito territoriale per la erogazione dell'assistenza,programmazione e finanziamento delle attivita' degli enti sanitari territoriali,disciplina dell'autorizzazione alla produzione e immissione in commercio dei farmaci,potesta' di imporre prelievi ulteriori ai cittadini residenti per finanziare i livelli aggiuntivi o per ripianare disavanzi di gestione,nomina e revoca degli organi di gestione degli enti sanitari regionali (aziende usl e aziende ospedaliere),C,Area Preclinica 2018,prevenzione e deontologia medica
3241,3242,per quanto riguarda le tossinfezioni alimentari tutte le seguenti affermazioni sono corrette tranne:,sono caratterizzate da un breve periodo di incubazione,sono trasmesse solo da alimenti contaminati,si verificano se i microrganismi trovano nell'alimento le condizioni ideali per moltiplicarsi prima che il cibo sia ingerito,danno origine solo a sintomi a carico dell'apparato digerente,non sempre alterano le caratteristiche gustative del cibi,D,Area Preclinica 2018,prevenzione e deontologia medica
3242,3243,quale tra le seguenti vaccinazioni può essere utilmente associata all'antinfluenzale nelle persone anziane ?,antipolio,antiepatite b,antipneumococcica,anti haemophilus influenzae,antitetanica,C,Area Preclinica 2018,prevenzione e deontologia medica
3243,3244,la durata della protezione conferita dalla somministrazione di immunoglobuline specifiche è di:,1-2 settimane,3-4 settimane,1-2 mesi,3-4 mesi,oltre 4 mesi,C,Area Preclinica 2018,prevenzione e deontologia medica
3244,3245,per quali delle seguenti malattie può essere richiesta all'ingresso di un paese la vaccinazione internazionale ?,vaiolo,peste,colera,febbre gialla,antrace,D,Area Preclinica 2018,prevenzione e deontologia medica
3245,3246,tutte le seguenti affermazioni riguardo all'hiv e all'aids sono corrette tranne :,l'aids fu riconosciuta per la prima volta nel 1981 negli usa,entrambi i virus hiv-1 e hiv-2 possono causare l'aids,la trasmissione eterosessuale è in aumento,la terapia con gli inibitori delle proteasi promette di cambiare drammaticamente le caratteristiche dell'epidemia,il test per l'hiv non può essere richiesto senza il consenso dell'interessato,D,Area Preclinica 2018,prevenzione e deontologia medica
