id,question,A,B,C,D,E,answer,category,macro category
2387,Le cellule epitelioidi del granuloma tubercolare derivano da :,epiteli modificati,linfociti trasformati,fibroblasti,macrofagi,eosinofili,D,Area Preclinica 2016,patologia
2388,In corso di diagnosi tardiva di infarto del miocardio il marcatore piu' indicato per le sue caratteristiche diagnostiche e':,mioglobina,CK,troponina T o I,LDH,CK-MB,C,Area Preclinica 2016,patologia
2389,Qual e' la principale funzione delle chemochine?:,attivare le cellule citotossiche (CTL e NK),attivare le cellule B,potenziare l'attivita' microbicida di macrofagi e neutrofili,inibire la proliferazione cellulare,indurre la migrazione dei leucociti nei focolai d'infezione,E,Area Preclinica 2016,patologia
2390,Quali componenti dell'immunita'  sono piu' efficaci per eliminare cellule infettate da virus?,le immunoglobuline,i linfociti T-helper,i linfociti T-citotossici,i Macrofagi,il complemento,C,Area Preclinica 2016,patologia
2391,"Un possibile meccanismo di attivazione degli oncogeni e': AREA PRE-CLINICA Pag. 403/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",crossing-over cromatidico,delezione genica,translocazione cromosomica,segmentazione genica,incorporazione di virus a DNA,C,Area Preclinica 2016,patologia
2392,Un elevato numero di eosinofili nel sangue periferico suggerisce la presenza di una tra :le seguenti malattie:,ascesso batterico,parassitosi,osteomielite,tubercolosi,sifilide,B,Area Preclinica 2016,patologia
2393,La tossina eritrogenica prodotta dallo streptococco e' causa di:,glomerulonefrite,scarlattina,tetano,febbre reumatica,erisipela,B,Area Preclinica 2016,patologia
2394,L'azione indiretta delle radiazioni ionizzanti si esplica mediante la formazione di :,acqua ossigenata e radicali liberi,azoto,acido picrico,cisteina,acido acetico,A,Area Preclinica 2016,patologia
2395,Le talassemie sono dovute ad una alterazione molecolare dell'emoglobina:,alterazione della composizione aminoacidica,alterazione della sequenza aminoacidica,mancata formazione delle catene alfa e beta,ossidazione del ferro allo stato trivalente,mancata introduzione di ferro,C,Area Preclinica 2016,patologia
2396,Nella formazione del trombo l'evento precoce e' rappresentato da:,formazione di fibrina,adesione delle piastrine all'intima vasale,attivazione del fattore di Hageman,intrappolamento degli eritrociti,migrazione dei fagociti,B,Area Preclinica 2016,patologia
2397,"Il coagulo e' formato prevalentemente da: AREA PRE-CLINICA Pag. 404/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",fattori C3A-C5A,collagene,laminina-proteoglicani,fibrina-fibronectina,trombina-collagene tipo I,D,Area Preclinica 2016,patologia
2398,Il reclutamento dei macrofagi mediato dagli anticorpi avviene attraverso l'azione dei:,recettori del complemento,recettori Fc,recettori di attivazione delle cellule NK,recettori di riconoscimento del profilo,recettori toll-like,B,Area Preclinica 2016,patologia
2399,Le perle cornee possono essere  presenti in uno dei seguenti tumori:,carcinoma basocellulare,carcinoma squamocellulare,polipo,papilloma,condiloma acuminato,B,Area Preclinica 2016,patologia
2400,Nell'insufficienza epatica il phoetor hepaticus e' prodotto da:,eliminazione di amine aromatiche,eliminazione di bilirubina libera con l'espirazione,eliminazione di mercaptani formati nell'intestino per azione dei batteri su aminoacidi con gruppi tiolici,eliminazione di derivati di sali biliari,eliminazione di acidi biliari,C,Area Preclinica 2016,patologia
2401,"Le cellule Natural Killer, maggiori responsabili della distruzione delle cellule neoplastiche, sono:",neutrofili,linfociti,macrofagi,monociti,eosinofili,B,Area Preclinica 2016,patologia
2402,Una delle seguenti glicogenosi e' una malattia lisosomiale:,morbo di von Gierke  (tipo I),morbo di Hers (tipo VI),deficit di fosforilasi-chinasi (tipo IX),amilopectinosi (tipoIV),morbo di Pompe (tipo II),E,Area Preclinica 2016,patologia
2403,"Il numero delle piastrine presenti nel sangue di soggetti normali e' AREA PRE-CLINICA Pag. 405/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",3.000.000/ul,300.000/ ul,300.000/100ml,3.000.000/100ml,30.000/ ul,B,Area Preclinica 2016,patologia
2404,Il meccanismo delle petecchie e':,emorragia superficiale con raccolta sottocutanea senza lacerazione della cute,piccole emorragie diffuse sulla cute e sulle mucose,piccole raccolte di sangue nei tessuti molli,emorragia cutanea puntiforme per rottura di capillare,raccolta di sangue nella cavita' articolare,D,Area Preclinica 2016,patologia
2405,Secondo la teoria dell'immunosorveglianza:,gli anticorpi  che hanno origine durante lo sviluppo fetale possono distruggere le cellule tumorali,le cellule cancerose raramente si sviluppano in un individuo normale,le risposte immunitarie innate sono in grado di eliminare gli antigeni specifici delle cellule tumorali,i tumori hanno origine solo quando le cellule maligne eludono il riconoscimento da parte del sistema immunitario,i linfociti infiltranti i tumori impediscono le trasformazioni maligne,D,Area Preclinica 2016,patologia
2406,Un fattore dei seguenti e' coinvolto obbligatoriamente nella patogenesi dell'ischemia acuta:,"ipertrofia dei mitocondri, rilascio di lisozima,danno di membrana","diminuzione di ATP, aumento dell'afflusso di calcio, danno di membrana","deposito di lipidi, riduzione della sintesi proteica, danno nucleare","distacco di ribosomi, aumento della glicolisi, danno nucleare","condensazione dei mitocondri, aumento della glicolisi, perdita di  Na intracellulare",B,Area Preclinica 2016,patologia
2407,La microalbuminuria puo' rappresentare un indicatore precoce di:,pancreatite acuta,epatite cronica,patologia cardiaca,nefropatia diabetica,e' un reperto fisiologico,D,Area Preclinica 2016,patologia
2408,La morbilita' rappresenta:,il  numero di morti per unita' di popolazione,il manifestarsi dello shock nei pazienti,l'incidenza di una malattia nella popolazione,"una cinetica di ""killing"" da disinfettanti",il numero di moribondi,C,Area Preclinica 2016,patologia
2409,"In quale delle seguenti patologie il rapporto AST/ALT mitocondriale puo' essere alterato: AREA PRE-CLINICA Pag. 406/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",angina,patologia epatica alcolica,malnutrizione,ittero neonatale,ipertensione renale,B,Area Preclinica 2016,patologia
2410,La determinazione della clearance della creatinina:,misura la funzione renale in maniera piu' accurata della creatininemia in tutte le condizioni di insufficienza renale,esprime i valori del filtrato glomerulare  e della velocita' di filtrazione e deve essere calcolata in associazione con il valore della creatininemia,si basa su un unico prelievo di urine in qualsiasi momento della giornata,e' un indicatore di funzionalita' muscolare,indica la capacita' di assorbimento della mucosa gastrointestinale,B,Area Preclinica 2016,patologia
2411,Una causa di steatosi epatica puo' essere:,carenza di potassio,eccesso di sodio,eccesso di ferro,carenza di proteine,carenza di zuccheri,D,Area Preclinica 2016,patologia
2412,Il tempo di protrombina (o tempo di Quick) valuta:,la via estrinseca della coagulazione,la via intrinseca della coagulazione,la via intrinseca e comune della coagulazione,la via comune della coagulazione,la funzionalita'  piastrinica,A,Area Preclinica 2016,patologia
2413,Tra i marcatori tumorali associati all'epatocarcinoma il piu' importante e':,CA-125,antigene specifico prostatico (PSA),antigene carcinoembrionario (CEA),ACTH,alfa-fetoproteina (AFP),E,Area Preclinica 2016,patologia
2414,Come possono agire i prodotti citoplasmatici degli oncogeni?,modificando direttamente l'mRNA,come fattori di crescita,come lipasi,come treoninchinasi,come serinchinasi,B,Area Preclinica 2016,patologia
2415,"La setticemia e': AREA PRE-CLINICA Pag. 407/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",la presenza di focolai infettivi e di germi non solo in circolo ma anche in vari organi e tessuti,la presenza di batteri in circolo in assenza di manifestazioni cliniche,la presenza di un elevato tasso di tossine batteriche in circolo,la presenza di batteri e delle loro tossine in circolo con manifestazioni cliniche,una flogosi acuta da germi gram-negativi,D,Area Preclinica 2016,patologia
2416,La principale fonte di energia  dei mammiferi deriva da:,composti azotati,fotosintesi,materiali inorganici,ossidazione di composti contenenti carbonio,ossidazione di composti contenenti zolfo,D,Area Preclinica 2016,patologia
2417,Nei tumori benigni il numero delle mitosi  generalmente e':,simile a quello delle cellule del tessuto normale corrispondente,aumentato notevolmente,aumentato con presenza di mitosi anomale,fortemente diminuito rispetto al tessuto normale,lievemente diminuito rispetto al tessuto normale,A,Area Preclinica 2016,patologia
2418,Un carcinoma in situ e':,una displasia grave,una neoplasia al primo stadio,una neoplasia che non supera la membrana basale,una recidiva locale,una neoplasia che supera la membrana basale ma non la muscolaris mucosae,C,Area Preclinica 2016,patologia
2419,Indicare l'unica affermazione ERRATA. Le cellule senescenti sono caratterizzate da:,"Arresto, solitamente nella fase di transizione G1/S del ciclo cellulare",Aumento della proliferazione cellulare,Aumento attivita' dell'enzima beta-galattosidasi,"Intensa produzione di ROS, fattori di crescita/infiammatori, proteasi",Resistenza all'apoptosi,B,Area Preclinica 2016,patologia
2420,L'interferone inibisce la moltiplicazione virale:,stimolando la risposta immune cellulo-mediata,stimolando la risposta umorale,"con un'azione antivirale diretta, che blocca la formazione dell'mRNA",stimolando le cellule non infette a produrre una proteina che previene l'assemblaggio di nuove particelle virali,alterando la membrana cellulare in modo tale da prevenire la penetrazione del virus,D,Area Preclinica 2016,patologia
2421,"Per memoria immunologia si intende: AREA PRE-CLINICA Pag. 408/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",attivazione delle cellule fagocitarie  che devono ingerire i microrganismi infettanti,cambiamenti che avvengono nelle risposte immunitarie adattative nelle successive esposizioni agli antigeni,reazione costante della risposta immunologia innata ad un particolare microbo,riconoscimento dei profili molecolari associati al patogeno da parte dei recettori di riconoscimento del profilo,stimolare una cellula ospite  anomala con un numero ridotto di molecole MHC di classe  I a commettere il proprio suicidio,B,Area Preclinica 2016,patologia
2422,L'aumento nel sangue della sola bilirubina coniugata puo' essere prodotto da:,ridotta attivita' della glicuroniltransferasi,eccessiva emolisi,calcolosi delle vie biliari,difetto di formazione di sali biliari,ridotta presenza di colesterolo,C,Area Preclinica 2016,patologia
2423,Ipostenuria indica:,incapacita' del rene a concentrare le urine per un danno tubulare,impossibilita' a mantenere per lungo tempo la posizione ortostatica,ph urinario alcalino,impossibilita' a effettuare un prelievo di sangue dalla vena cubitale,quadro clinico di acidosi metabolica,A,Area Preclinica 2016,patologia
2424,La carenza di  quale delle seguenti vitamine provoca pellagra:,vitamina C,vitamina D,vitamina PP,vitamina E,vitamina B1,C,Area Preclinica 2016,patologia
2425,A quale di queste situazioni puo' essere dovuta l'anemia megaloblastica?,deficiente sintesi di catene globiniche alfa o beta dell'emoglobina,bassa concentrazione sierica di ferro,autoanticorpi circolanti,deficienza di vitamina B12,aplasia del midollo osseo,D,Area Preclinica 2016,patologia
2426,La bilirubina e':,un sale biliare utile nella digestione dei lipidi,un prodotto di elaborazione dello stercobilinogeno da parte dei batteri intestinali,un prodotto molto solubile nei lipidi quando e' coniugata con l'acido glicuronico,una sostanza eliminata prevalentemente dal rene e dalla cute,il principale pigmento biliare,E,Area Preclinica 2016,patologia
2427,"Anticorpi serici anti-DNA sono piu' frequentemente presenti in una delle seguenti malattie: AREA PRE-CLINICA Pag. 409/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",artrite reumatoide,reumatismo articolare acuto,sclerosi sistemica progressiva,panarterite nodosa,lupus eritematoso,E,Area Preclinica 2016,patologia
2428,Nel diabete mellito tipo 1 uno dei seguenti dosaggi e' utile per la valutazione retrospettiva della malattia:,glicemia frazionata,glicosuria frazionata,emoglobina glicosilata,glicemia a digiuno,glicemia postprandiale,C,Area Preclinica 2016,patologia
2429,"Le LDL ossidate sono considerate aterogene per tutte le seguenti caratteristiche, eccetto",sono chemotattiche per i monociti,inducono la formazione di cellule schiumose,sono mitogene per le cellule muscolari lisce,inibiscono l'azione del fattore di crescita derivato dalle piastrine (PDGF),stimolano la proliferazione delle cellule muscolari lisce,D,Area Preclinica 2016,patologia
2430,Le metastasi per innesto percorrono una delle seguenti vie:,linfatica,sanguigna,canalicolare,transcelomatica,contiguita',E,Area Preclinica 2016,patologia
2431,Uno solo dei seguenti ormoni non e' iperglicemizzante:,STH,cortisone,ACTH,glicogeno,somatostatina,E,Area Preclinica 2016,patologia
2432,La picnosi e' :,rarefazione e scomparsa delle cromatine nucleari,alterazione della membrana nucleare,addensamento di tutto il nucleo e della cromatina,degenerazione mitocondriale,addensamento del reticolo endoplasmatico,C,Area Preclinica 2016,patologia
2433,"Dopo carico di glucosio in un soggetto normale l'insulinemia subisce: AREA PRE-CLINICA Pag. 410/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",riduzione immediata e successivamente aumento,rapido aumento e poi diminuzione a valori sempre superiori a quelli normali,aumento costante per alcune ore,aumento lieve per alcuni minuti,lenta ma costante riduzione per alcune ore,B,Area Preclinica 2016,patologia
2434,L'empiema e':,una raccolta di pus in una cavita' neoformata,un'infezione purulenta diffusa,un flemmone,una raccolta di pus in una cavita' preformata,un'infezione mucopurulenta,D,Area Preclinica 2016,patologia
2435,Nell'eruzione cutanea della sifilide secondaria l'elemento piu' tipico e':,vescicola,roseola,papula,condiloma,erisipela,B,Area Preclinica 2016,patologia
2436,Amiloide si localizza nel SNC in corso di:,malattie mitocondriali,aterosclerosi cerebrale,morbo di Alzheimer,sifilide cerebrale,sclerosi a placche,C,Area Preclinica 2016,patologia
2437,Nella riperfusione  post-ischemica  dei tessuti si forma:,idrogeno solforato,acido lattico,radicali liberi,metaemoglobina,citocromi,C,Area Preclinica 2016,patologia
2438,Il blocco della respirazione mitocondriale di una cellula eucariota produce il seguente risultato immediato:,arresto della sintesi proteica,arresto della glicolisi,arresto della liposintesi,arresto della sintesi di ATP,morte della cellula,D,Area Preclinica 2016,patologia
2439,"Il bacillo di Hansen e' l'agente eziologico di: AREA PRE-CLINICA Pag. 411/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",lambliasi,istoplasmosi,leishmaniosi,lebbra,difterite,D,Area Preclinica 2016,patologia
2440,La capacita' delle cellule tumorali di eludere il sistema immunitario e' testimoniata da uno dei seguenti  meccanismi:,sottoregolazione dell'espressione di molecole MHC di classe I da parte delle cellule tumorali,maggior produzione del fattore di necrosi tumorale da parte dei macrofagi,inibizione della proliferazione di cellule tumorali mediata da interferone-gamma,produzione di anticorpi diretti contro gli antigeni tumore-specifici,stimolazione dell'apoptosi di cellule tumorali dovuta ad una maggiore espressione di Bax,A,Area Preclinica 2016,patologia
2441,In caso di epatopatia cronica si verificano con maggior frequenza variazioni delle seguenti proteine seriche:,diminuzione della prealbumina e dell'albumina ed aumento policlonale delle gamma-globuline,decremento di prealbumina ed aumento di aptoglobina,diminuzione di alfa-1-antitripsina,"diminuzione dell'albumina,aumento dell'alfa-2-macroglobulina,decremento delle gamma globuline",gammopatia monoclonale,A,Area Preclinica 2016,patologia
2442,ll virus delta puo' causare epatite solo se associato a:,citomegalovirus,virus C,herpes virus,virus A,virus B,E,Area Preclinica 2016,patologia
2443,Quali sono le cellule immunocompetenti piu' rappresentate nella decidua materna nelle fasi   iniziali della gravidanza?,Linfociti B,Linfociti T,Cellule NK,Granulociti neutrofili,Granulociti eosinofili,C,Area Preclinica 2016,patologia
2444,Un evento tra i  seguenti e' il piu' importante per determinare danno cellulare irreversibile:,alterazioni della membrana cellulare,aumento dell'acqua intracellulare,accumulo di mielina,perdita di ribosomi,rigonfiamento mitocondriale,A,Area Preclinica 2016,patologia
2445,"La cirrosi epatica e' caratterizzata  da: AREA PRE-CLINICA Pag. 412/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",lesioni degli epatociti,fibrosi,rigenerazione di epatociti,sovvertimento dell'architettura del lobulo,tutte le risposte indicate,E,Area Preclinica 2016,patologia
2446,"La tossina alfa-amanitina, del fungo amanita phalloides, agisce:",inibendo la sintesi proteica,inibendo selettivamente la RNA-polimerasi,dimerizzando la timina,provocando mutazioni puntiformi nel DNA,bloccando l'attivita' dei ribosomi,B,Area Preclinica 2016,patologia
2447,"Un liquido ascitico, con scarso contenuto proteico, di colore paglierino e peso  specifico 1010, origina da:",carcinoma metastatico,cirrosi epatica-,cisti da echinococco,peritonite tubercolare,ostruzione delle vie biliari,B,Area Preclinica 2016,patologia
2448,"La presenza nel siero di anticorpi contro gli antigeni C ed S dell'epatite B, in assenza di HBsAg e HBeAg,  indica:",epatite acuta in atto,paziente altamente infettante,epatite cronica,pregressa infezione,immunizzazione senza infezione,D,Area Preclinica 2016,patologia
2449,Una delle seguenti condizioni patologiche NON  e' una degenerazione cellulare:,rigonfiamento torbido,amiloidosi,degenerazione idropica,steatosi,degenerazione vacuolare,B,Area Preclinica 2016,patologia
2450,Il coma diabetico e' caratterizzato da tutti i sintomi indicati eccetto uno:,"iperglicemia, glicosuria","stupore,  convulsioni",poliuria,acidosi,iperinsulinemia,E,Area Preclinica 2016,patologia
2451,"Il rigonfiamento mitocondriale e' dovuto a : AREA PRE-CLINICA Pag. 413/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",aumento delle componenti strutturali del mitocondrio,modificazione dell'equilibrio dei fattori che regolano la forma del mitocondrio con assunzione di acqua,"perdita della organizzazione spaziale delle ""cristae""",formazione di vacuoli intramitocondriali,trasformazione lamellare dei mitocondri,C,Area Preclinica 2016,patologia
2452,Stress ossidativo indica,squilibrio nella cellula tra fattori ossidanti e fattori antiossidanti,aumento di condizioni cellulari ossidanti,perossidazione dei lipidi di membrana,diminuzione di difese antiossidanti,mancata risposta della cellula a condizioni ossidanti,A,Area Preclinica 2016,patologia
2453,La febbre nella brucellosi e':,continua,remittente,subcontinua,ondulante,intermittente,D,Area Preclinica 2016,patologia
2454,Le malattie a trasmissione autosomica dominante:,sono quelle con grande penetranza ed espressivita' del gene patologico,si manifestano in un figlio di due genitori entrambi eterozigoti,sono il risultato di una non corretta disgiunzione meiotica,si manifestano anche se il gene responsabile e' presente allo stato eterozigote,tipicamente non compaiono in ogni generazione successiva,D,Area Preclinica 2016,patologia
2455,I sinusoidi epatici:,ricevono sangue portale e arterioso,ricevono solo sangue portale,ricevono solo sangue arterioso,si anastomizzano con i canalicoli biliari,sono privi di pori,A,Area Preclinica 2016,patologia
2456,Tra i seguenti identificare  quale fenomeno rappresenta un esempio di ipertrofia ed  iperplasia concomitanti:,ipertrofia ventricolare sinistra,accrescimento dell'utero durante la gravidanza,ingrossamento di muscoli scheletrici nell'atleta,sviluppo della mammella nella puberta',iperplasia cistica dell'endometrio,B,Area Preclinica 2016,patologia
2457,"Quali infezioni materne contratte nei primi tre mesi di gravidanza sono piu' spesso causa di malformazioni congenite: AREA PRE-CLINICA Pag. 414/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,","toxoplasmosi,rosolia",tubercolosi,setticemie da streptococchi,infezione da virus di Epstein Barr,sifilide,A,Area Preclinica 2016,patologia
2458,Tutte le seguenti affermazioni  relative al valore diagnostico di un test analitico sono errate tranne:,"Per sensibilità diagnostica si intende la probabilità che, in assenza di malattia, il test sia negativo.","Per specificità diagnostica si intende la probabilità che, in presenza di malattia, il test sia positivo.","Per valore predittivo positivo si intende la probabilità che, in presenza di positività del test, il soggetto sia malato",Un test che presenti molti falsi positivi è dotato di bassa sensibilità diagnostica.,Il valore predittivo positivo di un test è tanto maggiore quanto più bassa è la prevalenza della malattia nella popolazione,C,Area Preclinica 2016,patologia
2459,Il riscontro casuale di una glicemia a digiuno superiore a 140 mg/dl in un soggetto che non consuma farmaci:,è sufficiente per fare diagnosi certa di diabete,non è sufficiente per fare diagnosi certa di diabete,vi induce a fare un'anamnesi accurata delle abitudini alimentari del paziente,richiedete una curva da carico di glucosio,fate ripetere l'esame a distanza di 1 mese,B,Area Preclinica 2016,patologia
2460,"Donna, 58 anni, presenta diminuzione della sideremia e della TIBC, ed aumento della ferritina sierica. Quale è l'ipotesi diagnostica più ragionevole?",malassorbimento,anemia emolitica autoimmune,deficit di vitamina B12,emorragia cronica,anemia da malattia cronica,E,Area Preclinica 2016,patologia
2461,Qual è la classe di immunoglobuline maggiormente interessata nella patogenesi dell'asma bronchiale ?,IgG,IgA,IgD,IgE,IgM,D,Area Preclinica 2016,patologia
2462,L'associazione di iposideremia ed ipotransferrinemia con ferritina normale o aumentata quale delle seguenti patologie suggerisce?,Anemia sideropenica,Anemia associata a flogosi cronica,Anemia megaloblastica,Epatopatia cronica,Emocromatosi,B,Area Preclinica 2016,patologia
2463,"Un uomo di 32 anni presenta alla visita ambulatoriale con ipertensione arteriosa e astenia muscolo-scheletrica. Le indagini di AREA PRE-CLINICA Pag. 415/558 Ministero dell Istruzione, dell  Università e della Ricerca, , laboratorio evidenziano aumento della calcemia, elevati livelli di catecolamine urinarie e della calcitonina. Gli esami strumentali mostrano iperplasia della tiroide e nefrolitiasi. Questo quadro è indicativo di:",MEN 1,MEN 2A,MEN 2B,sindrome polighiandolare autoimmune tipo I,sindrome polighiandolare autoimmune tipo II,B,Area Preclinica 2016,patologia
2464,In quale affezioni si trova in genere un essudato pleurico?,pleurite tubercolare,pericardite costrittiva,insufficienza cardiaca,cirrosi epatica,sindrome nefrosica,A,Area Preclinica 2016,patologia
2465,Le punteggiature basofile delle emazie sono particolarmente abbondanti in:,anemie enzimopeniche,emoglobinopatie,intossicazione da piombo,toxoplasmosi,linfopatia gigantocellulare,C,Area Preclinica 2016,patologia
2466,La mucoviscidosi colpisce:,l'aorta,i linfonodi,il polmone,l'endometrio,le meningi,C,Area Preclinica 2016,patologia
2467,In quale delle seguenti patologie tumorali La beta-HCG risulta essere  il marcatore d'elezione:,carcinoma ovarico,carcinoma mammario,carcinoma della tiroide,corionepitelioma,carcinoma renale,D,Area Preclinica 2016,patologia
2468,Qual è il metodo più specifico e meno soggetto ad errori per la determinazione del glucosio nelle urine?,il metodo glucosio-ossidasi,polarimetrico,il metodo alla o-toluidina,la reazione all'esochinasi,"metodo di Esbach AREA PRE-CLINICA Pag. 416/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",A,Area Preclinica 2016,patologia
2469,Quale delle seguenti affermazioni riguardanti il paratormone è corretta?,ha un'azione diretta di stimolo sull'assorbimento intestinale di calcio,ha un effetto ipocalcemizzante,a livello osseo favorisce i processi di neoformazione,a livello renale stimola il riassorbimento di calcio e magnesio,a livello tiroideo stimola il rilascio di calcitonina,D,Area Preclinica 2016,patologia
2470,Quale delle seguenti indagini può essere utilizzata per la diagnosi di laboratorio della alfa-talassemia?,il dosaggio della HbA,il dosaggio della HbA2,il dosaggio della HbH e Hb Bart,il dosaggio della HbF,il dosaggio dell'attività eritrocitaria dell'enzima piruvato chinasi,C,Area Preclinica 2016,patologia
2471,Quale tra i seguenti marker autoanticorpali è più frequente nel lupus eritematoso sistemico?,anticorpo anti-Scl70,anticorpo anti-DNA nativo,anticorpo anti-Jo1,fattore reumatoide,anticorpi anti-fattore Rh,B,Area Preclinica 2016,patologia
2472,Come si esegue routinariamente l'esame microbiologico della sifilide?,a fresco con microscopio paraboloide,previa colorazione Gram con microscopio paraboloide,previa colorazione Giemsa con microscopio paraboloide,previa colorazione Ziehl-Neelsen con microscopio paraboloide,previa colorazione con blu di metilene con microscopio paraboloide,A,Area Preclinica 2016,patologia
2473,"Il segno radiologico della ""corda"" e' caratteristico della:",rettocolite ulcerosa,occlusione mesenterica di origine vascolare,volvolo del sigma,ileite terminale,tubercolosi del cieco,D,Area Preclinica 2016,patologia
2474,La sindrome di Kallman è caratterizzata da:,trasmissione con modalità autosomica recessiva,maggiore frequenza nelle femmine,"ipogenitalismo, anosmia, anomalie somatiche",bassa statura ed ipogonadismo,difetti dei neuroni olfattori e della secrezione di CRH,C,Area Preclinica 2016,patologia
2475,"Tutte le seguenti proteine si riescono ad identificare con i tests reattivi comuni tranne: AREA PRE-CLINICA Pag. 417/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",glicoproteine,globine,proteina di Bence-Jones,albumine,emoglobina,C,Area Preclinica 2016,patologia
2476,Quale delle seguenti situazioni cliniche si associa alla sindrome di Plummer - Vinson?,Ipomagnesiemia,Iperpotassiemia,Anemia ipocromica - sideropenica,Ipercloridria,Morbo di Basedow,C,Area Preclinica 2016,patologia
2477,Tutti i reperti liquorali indicati si hanno nella meningite tubercolare tranne:,reticoli di Mya,contenuto in proteine di 70 - 120 mg/100ml,leucocitosi linfocitarie,aspetto torbido - purulento,presenza dei bacilli tubercolari,D,Area Preclinica 2016,patologia
2478,E' un esempio di leucocitosi neutrofila:,leucociti:   5000/µL	neutrofili: 40 %,leucociti: 15000/µL	neutrofili: 35 %,leucociti:   4000/µL	neutrofili: 90 %,leucociti: 12000/µL	neutrofili: 85 %,leucociti:   2000/µL	neutrofili: 20 %,D,Area Preclinica 2016,patologia
2479,La malattia di Still e' una forma di artrite reumatoide che colpisce più frequentemente soggetti in eta'?,Inferiore ai 16 anni,Tra 20 e 30 anni,Tra 30 e 40 anni,Tra 40 e 50 anni,Geriatrica,A,Area Preclinica 2016,patologia
2480,Quale dei seguenti esami diagnostici di laboratorio e strumentali non è utile alla diagnosi di carcinoide?,Epatoscintigrafia,Ecografia epatica,Iniezione intravenosa di epinefrina,Dosaggio urinario dell'a cido 5 - indolacetico,Dosaggio ematico di serotonina,E,Area Preclinica 2016,patologia
2481,"La reazione di Weil-Felix è impiegata per la sierodiagnosi di: AREA PRE-CLINICA Pag. 418/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Brucellosi,Malaria,Febbre tifoide,Tifo petecchiale,Nessuna delle altre risposte indicate,D,Area Preclinica 2016,patologia
2482,La classe di immunoglobuline maggiormente presente nel siero è costituita dalle:,IgG,IgM,IgA,IgD,IgF,A,Area Preclinica 2016,patologia
2483,La proteina di Bence-Jones è di origine:,pre-renale,renale glomerulare,renale tubulare,vescicale,uretrale,A,Area Preclinica 2016,patologia
2484,"Qual è la sede più colpita da ostruzione arteriosa tromboembolica, causa di infarto intestinale?",ARTERIA MESENTERICA SUPERIORE ALL' ORIGINE,ARTERIA ILEO - COLICA,ARTERIA COLICA MEDIA,ARTERIA MESENTERICA INFERIORE ALL' ORIGINE,ARTERIA COLICA SINISTRA,C,Area Preclinica 2016,patologia
2485,Il range di normalità per la Velocità di Eritro Sedimentazione (VES) è:,0-15 mm/ora nell'uomo; 0-20 nella donna,50-100 mm/min,variazioni anche importanti dal range della normalità non sono in effetti significative,"0-50 mm/ora nell'uomo, 0-60 nella donna",si calcola secondo la formula: età+/-10,A,Area Preclinica 2016,patologia
2486,L'enzima il cui incremento plasmatico può essere indice di colestasi:,alanina aminotransferasi,aspartato aminotransferasi,latticodeidrogenasi,gamma-glutamiltransferasi,colinesterasi,D,Area Preclinica 2016,patologia
2487,"La carenza di quale dei seguenti fattori della coagulazione NON determina un allungamento del tempo di  tromboplastina parziale attivato (aPTT) ? AREA PRE-CLINICA Pag. 419/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",del fattore V,del fattore X,del fattore VIII,del fattore VII,del fattore II,D,Area Preclinica 2016,patologia
2488,La cardiopatia da carcinoide colpisce piu' frequentemente:,il cuore destro,le coronarie,il cuore sinistro,il seno coronarico,i muscoli papillari del ventricolo sinistro,A,Area Preclinica 2016,patologia
2489,La VES è accelerata in corso di:,iperfibrinogenemia,iperglicemia,iperalbuminemia,acantocitosi eritrocitaria,poliglobulia,A,Area Preclinica 2016,patologia
2490,Quale delle seguenti è una procedura diagnostica indicata per le sospette neoplasie benigne della trachea?,toracentesi,pleuroscopia,biopsia percutanea,TC toraco-mediastinica,toracotomia esplorativa,D,Area Preclinica 2016,patologia
2491,"Nel quadro sintomatologico della rettocolite ulcerosa in fase acuta sono vere tutte le seguenti affermazioni, eccetto:",si osserva un tenesmo rettale violento,la curva termica indica la presenza di una febbricola,si ha spiccata leucocitosi ed aumento delle alfa e gamma globuline,vi sono dolori addominali diffusi e crampiformi,la diarrea emorragica e' sintomo precoce,B,Area Preclinica 2016,patologia
2492,I marcatori tumorali sono utili soprattutto:,nello screening,nella diagnosi precoce,nel follow up,nel monitoraggio delle terapie,nel follow up e nel monitoraggio delle terapie,E,Area Preclinica 2016,patologia
