index,question,answer,macro_category,area,gemma,llama,mistral
5151,"tutti i sintomi riportati sono legati all'espansione toracica del carcinoma polmonare, tranne:",E,medicina specialistica,Clinica,E,E,E
5152,qual è il tumore benigno più frequente della parete toracica?,C,medicina specialistica,Clinica,C,C,C
5153,quali sono i principali farmaci utilizzati nel controllo della broncocostrizione nei pazienti con asma cronico?,B,medicina specialistica,Clinica,A,D,B
5154,quale tra i seguenti non è fattore favorente l'insorgenza di polmonite post-operatoria o post-traumatica:,E,medicina specialistica,Clinica,E,E,E
5155,dove è localizzato il gene responsabile della fibrosi cistica?,C,medicina specialistica,Clinica,C,C,A
5156,in un paziente con pneumotorace quale è il trattamento iniziale definitivo ?,C,medicina specialistica,Clinica,C,C,C
5157,l'ostruzione bronchiale per definizione nella bpco (bronco-pneumopaia cronica ostruttiva):,A,medicina specialistica,Clinica,C,C,C
5158,qual è l'attuale criterio di classificazione della bronconeumopatia cronica costruttiva (bpco)?,A,medicina specialistica,Clinica,A,C,A
5159,le controindicazioni assolute alla broncoscopia sono:,D,medicina specialistica,Clinica,D,D,D
5160,il trattamento immediato del pneumotorace iperteso non traumatico consiste in:,C,medicina specialistica,Clinica,C,C,C
5161,qual è il razionale della polichemioterapia delle micobatteriosi non tubercolari?,B,medicina specialistica,Clinica,D,D,B
5162,dopo il fegato l'organo più colpito dalla metastasi di carcinoma polmonare è:,A,medicina specialistica,Clinica,A,D,B
5163,sono controindicazioni all'esecuzione di agoaspitaro toracico percutaneo le seguenti condizioni tranne:,E,medicina specialistica,Clinica,B,E,E
5164,quali sono le cause piu' frequenti di stenosi tracheali estrinseche?,B,medicina specialistica,Clinica,B,B,B
5165,qual è la più frequente complicanza dell'asbestosi polmonare?,B,medicina specialistica,Clinica,C,B,C
5166,il pneumotorace spontaneo è più frequentemente causato da:,C,medicina specialistica,Clinica,C,C,C
5167,quale tra le seguenti sostanze vengono metabolizzate a livello del polmone?,E,medicina specialistica,Clinica,B,E,D
5168,quali sono i fattori di rischio responsabili dell'insorgenza di polmoniti da ipersensibilità?,C,medicina specialistica,Clinica,C,C,C
5169,quale di questi sintomi non e' correlato direttamente con il tumore maligno della trachea?,E,medicina specialistica,Clinica,E,E,E
5170,un versamento pleurico tubercolare si caratterizza per:,C,medicina specialistica,Clinica,C,C,C
5171,la terapia della polmonite extraospedaliera:,A,medicina specialistica,Clinica,A,A,A
5172,le infezioni possono incidere nella patogenesi della bpco?,D,medicina specialistica,Clinica,D,D,D
5173,l'ipotrofia di una mano nella sindrome di horner può indicare l'esistenza di:,C,medicina specialistica,Clinica,C,C,C
5174,qual è l'indagine necessaria per la diagnosi etiologica di un versamento pleurico?,C,medicina specialistica,Clinica,C,C,C
5175,il margine superiore di un versamento pleurico tipico si dispone secondo una linea chiamata di:,C,medicina specialistica,Clinica,C,C,C
5176,il bal (lavaggio bronco-alveolare) da solo può essere diagnostico di polmonite da ipersensibilità?,C,medicina specialistica,Clinica,C,C,C
5177,nel trattamento di uno stato di male asmatico qual è lo scopo principale che il terapeuta deve perseguire?,B,medicina specialistica,Clinica,A,B,B
5178,qual è la terapia di scelta in corso di sarcoidosi?,C,medicina specialistica,Clinica,C,C,C
5179,nei tumori primitivi della trachea si riscontrano i seguenti sintomi eccetto:,C,medicina specialistica,Clinica,E,E,E
5180,quale delle seguenti affermazioni è errata nel caso in cui si debba eseguire una toracentesi :,C,medicina specialistica,Clinica,C,C,C
5181,l'edema a mantellina ed il turgore delle vene giugulari sono segni caratteristici per:,C,medicina specialistica,Clinica,C,C,C
5182,quale dei seguenti parametri non viene valutato mediante esame spirometrico?,E,medicina specialistica,Clinica,E,E,E
5183,la terapia di un pneumotorace chiuso è:,A,medicina specialistica,Clinica,A,B,A
5184,"tutte le seguenti possono essere cause della sindrome della vena cava superiore, tranne:",E,medicina specialistica,Clinica,E,E,E
5185,qual è il germe che tende a colonizzare le vie aeree in pazienti con fibrosi cistica?,D,medicina specialistica,Clinica,D,D,D
5186,quali sono le indicazioni al trattamento trombolitico nel paziente con embolia polmonare?,B,medicina specialistica,Clinica,B,B,C
5187,"in corso di polmonite da chlamydia pneumonite, l'antibiotico di scelta è:",A,medicina specialistica,Clinica,D,D,D
5188,quali tra le seguenti caratteristiche tc orientano verso una lesione maligna?,D,medicina specialistica,Clinica,D,D,D
5189,"nella polmonite da micoplasma pneumoniae, la terapia può prevedere l'uso di:",E,medicina specialistica,Clinica,E,E,E
5190,in un soggetto di 60 anni fumatore che presenta emoftoe la diagnosi più probabile è:,B,medicina specialistica,Clinica,B,B,B
5191,la causa più frequente di emopneumotorace è:,C,medicina specialistica,Clinica,C,C,C
5192,sono complicanze della toracentesi tutte le seguenti tranne:,E,medicina specialistica,Clinica,E,D,E
5193,qual è la durata del trattamento breve standard della tubercolosi?,A,medicina specialistica,Clinica,A,A,A
5194,qual è il meccanismo fisiopatologico più importante nella genesi delle alterazioni degli scambi gassosi propri dell'enfisema polmonare?,B,medicina specialistica,Clinica,C,B,B
5195,la sindrome del lobo medio può essere causata da:,B,medicina specialistica,Clinica,B,B,B
5196,in quale circostanza vengono attivati i muscoli espiratori?,A,medicina specialistica,Clinica,A,A,A
5197,"che cosa indica il descrittore ""n"" nella stadiazione tnm del tumore polmonare?",C,medicina specialistica,Clinica,C,C,C
5198,quale tipo di pneumotorace e' specificamente sostenuto da un meccanismo a valvola?,D,medicina specialistica,Clinica,D,D,D
5199,"e' considerato un gas irritante, in grado di causare irritazione e successivamente lesioni dell'apparato respiratorio, quale tra i seguenti agenti chimici:",E,medicina specialistica,Clinica,E,E,E
5200,nell'asma bronchiale da che cosa dipende la diminuzione dei flussi espiratori massimali?,D,medicina specialistica,Clinica,D,D,D
5201,quale e' la forma piu' frequente di pneumomediastino?,D,medicina specialistica,Clinica,A,D,D
5202,quali cellule riscontrabili nel bal (liquido di lavaggio broncoalviolare) sono indice di attività di malattia in corso di pneumoconiosi?,D,medicina specialistica,Clinica,B,D,D
5203,l'agoaspirato polmonare è utile nella diagnosi di:,D,medicina specialistica,Clinica,D,D,D
5204,quale di questi fattori non è determinante per indurre tumori broncopolmonari nei fumatori:,D,medicina specialistica,Clinica,D,D,D
5205,qual è l'estensione dell'addensamento polmonare nella polmonite pneumococcica?,C,medicina specialistica,Clinica,C,C,C
5206,"cosa si intende per ""doubling time""?:",A,medicina specialistica,Clinica,B,B,A
5207,quale dei seguenti farmaci non viene utilizzato per il controllo a lungo termine della patologia asmatica?,B,medicina specialistica,Clinica,B,E,A
5208,qual è la principale via di trasmissione della malattia tubercolare?,D,medicina specialistica,Clinica,D,D,D
5209,tutte le seguenti affermazioni relative al contatto con un soggetto affetto da tubercolosi sono errate tranne:,E,medicina specialistica,Clinica,E,E,E
5210,qual è la terapia di approccio al paziente con fibrosi polmonare idiopatica?,A,medicina specialistica,Clinica,A,A,A
5211,la causa più frequente di ascesso polmonare acuta è:,C,medicina specialistica,Clinica,C,C,C
5212,quali tra i seguenti istotipi del carcinoma polmonare è più frequente?,A,medicina specialistica,Clinica,A,A,A
5213,qual è il parametro sierologico utilizzato per monitorare l'efficacia della terapia eparinica?,A,medicina specialistica,Clinica,A,A,A
5214,"tutti i seguenti segni/sintomi sono di frequente riscontro in corso di ipertensione polmonare primitiva, tranne:",D,medicina specialistica,Clinica,D,D,D
5215,in cosa consiste il ruolo del polmone nella modulazione dell'equilibrio acido-base?,B,medicina specialistica,Clinica,B,B,B
5216,la diagnosi citologica di cancro del polmone può essere ottenuta con le seguenti indagini eccetto:,C,medicina specialistica,Clinica,C,C,C
5217,"in un paziente con ipertensione polmonare secondaria a malattie respiratorie croniche, quale delle seguenti è la terapia più frequentemente utilizzata?",A,medicina specialistica,Clinica,A,A,A
5218,quali sono i fattori etiopatogenetici principalmente coinvolti nello sviluppo di asma bronchiale?,E,medicina specialistica,Clinica,E,E,E
5219,qual è il materiale biologico più utile per la diagnosi microbiologica di tubercolosi polmonare?,D,medicina specialistica,Clinica,D,D,D
5220,cosa si intende per tumore di pancoast?,D,medicina specialistica,Clinica,D,D,D
5221,in caso di acidosi metabolica il polmone compensa mediante:,A,medicina specialistica,Clinica,A,A,A
5222,quali sono le cellule principalmente implicate nella patogenesi dell'asma bronchiale?,C,medicina specialistica,Clinica,C,C,C
5223,quali lesioni immediate può provocare l'intubazione tracheale in caso di manovre rianimatorie?,C,medicina specialistica,Clinica,C,C,C
5224,i sintomi e i segni principali delle micobatteriosi non tubercolari disseminate sono:,A,medicina specialistica,Clinica,A,A,A
5225,quale delle seguenti è indicazione alla mediastinoscopia?,C,medicina specialistica,Clinica,C,C,C
5226,in quale parte dell'albero bronchiale predominano i meccanismi immunologici di difesa?,D,medicina specialistica,Clinica,D,D,D
5227,"nella sindrome restrittiva vi è in genere una frequenza respiratoria elevata, dovuta a:",B,medicina specialistica,Clinica,B,B,B
5228,cosa si intende per stadio i della sarcoidosi?,B,medicina specialistica,Clinica,B,B,B
5229,qual è l'istotipo di tumore polmonare più frequente in pazienti di età superiore a 65 anni ?,A,medicina specialistica,Clinica,B,B,B
5230,qual è la triade sintomatologica caratteristica dell'embolia polmonare?,B,medicina specialistica,Clinica,B,B,B
5231,quale e' l'indicazione più frequente in età pediatrica all'esame fibrobroncoscopico?,B,medicina specialistica,Clinica,B,B,B
5232,"dolore puntorio improvviso localizzato ad un emitorace e dispnea, in un giovane fino ad allora asintomatico sono suggestivi per la diagnosi di:",B,medicina specialistica,Clinica,B,B,B
5233,a quale volume polmonare la distensibilità del polmone è minima?,A,medicina specialistica,Clinica,B,B,B)
5234,l'ascesso polmonare inizialmente deve essere trattato con:,A,medicina specialistica,Clinica,A,A,A
5235,come viene definita la raccolta di liquido linfatico nello spazio pleurico?,B,medicina specialistica,Clinica,B,B,B
5236,nella classificazione tnm del tumore polmonare mx indica:,D,medicina specialistica,Clinica,D,D,D
5237,"tutti i seguenti organi/apparati sono colpiti nella fibrosi cistica, tranne:",E,medicina specialistica,Clinica,E,E,E
5238,la sarcoidosi è una malattia caratterizzata da:,A,medicina specialistica,Clinica,A,A,A
5239,quali sono i meccanismi patogenetici principali di ipertensione polmonare (ip) secondaria a malattie respiratorie croniche?,C,medicina specialistica,Clinica,C,C,C
5240,"tutti i seguenti trattamenti vengono utilizzati nel trattamento della fibrosi cistica, tranne:",E,medicina specialistica,Clinica,E,B,E
5241,qual è la terapia più idonea per eseguire una corretta profilassi dell'embolia polmonare in pazienti a medio rischio?,C,medicina specialistica,Clinica,C,C,C
5242,quale e' l'indagine che consente una precisa diagnosi delle lesioni neoplastiche tracheali?,B,medicina specialistica,Clinica,B,B,B
5243,quale istotipo tra i carcinomi non a piccole cellule si associa più facilmente a versamento pleurico?,B,medicina specialistica,Clinica,B,B,B
5244,qual è il provvedimento immediato di un pneumotorace (pnx) ipertensivo:,B,medicina specialistica,Clinica,C,B,B
5245,qual è il risultato principale ottenuto dall'utilizzo degli antileucotrieni?,C,medicina specialistica,Clinica,C,C,C
5246,su cosa si basa la diagnosi di micobatteriosi?,D,medicina specialistica,Clinica,D,D,E
5247,quale dei seguenti è il più importante fattore di rischio per la tubercolosi?,A,medicina specialistica,Clinica,A,A,A
5248,qual è il segno più frequentemente associato con la diagnosi di bronchite cronica?,C,medicina specialistica,Clinica,C,C,C
5249,"la presenza di calcificazioni a ""guscio d'uovo"" dei linfonodi ilari è tipica di quale pneumoconosi?",C,medicina specialistica,Clinica,C,C,B
5250,il microcitoma polmonare e' un tumore che origina da:,B,medicina specialistica,Clinica,B,B,B
5251,"oltre che all'esposizione all'asbesto, quali dei seguenti possono essere considerati possibili fattori per l'insorgenza di mesotelioma:",E,medicina specialistica,Clinica,E,E,E
5252,"nelle neoplasie polmonari, l'estensione a livello del plesso cervicale puo' causare dolore, paresi e/o debolezza dell'arto coinvolto; tale sintomatologia prende il nome di",D,medicina specialistica,Clinica,D,D,D
5253,quando una proteinuria delle 24 ore è definita nefrosica?,A,medicina specialistica,Clinica,A,A,D
5254,"tutte le seguenti nefropatie possono complicare una gravidanza, tranne",A,medicina specialistica,Clinica,A,C,C
5255,determinanti della filtrazione glomerulare: quale di queste variabili é più importante?,A,medicina specialistica,Clinica,D,D,B
5256,quale dei seguenti farmaci ipotensivi determina un aumento dell'attività reninica plasmatica?,C,medicina specialistica,Clinica,B,C,B
5257,l'insufficienza renale acuta:,D,medicina specialistica,Clinica,D,D,D
5258,quali dei seguenti calcoli sono radiotrasparenti?,D,medicina specialistica,Clinica,D,D,D
5259,la più frequente causa di sindrome nefrosica nell'adulto è rappresentata dalla:,D,medicina specialistica,Clinica,D,D,D
5260,"una giovane donna ha presentato un primo episodio di cistite acuta, che è stato trattato con successo tramite terapia antibiotica mirata. la paziente necessita:",D,medicina specialistica,Clinica,D,D,D
5261,la sindrome nefrosica:,A,medicina specialistica,Clinica,A,A,A
5262,"quale è la causa più probabile di tachicardia, associata a complessi qrs larghi, in un paziente sottoposto precedentemente ad intervento di bypass aorto-coronarico ?",E,medicina specialistica,Clinica,E,E,E
5263,quali di questi valori rappresenta il range di normalità per la potassiemia?,C,medicina specialistica,Clinica,C,C,C
5264,nel paziente anurico il pericolo imminente di vita é rappresentato da:,D,medicina specialistica,Clinica,D,D,D
5265,la batteriuria è significativa quando la concentrazione urinaria è:,C,medicina specialistica,Clinica,C,C,C
5266,un forte esercizio fisico può causare:,E,medicina specialistica,Clinica,E,E,E
5267,"un uomo di 50 aa giunge in pronto soccorso per iperpiressia (t=38.8°c), brividi, vaghi dolori addominali diffusi e nausea. all'esame obiettivo, il segno di giordano è presente. quale dei seguenti accertamenti diagnostici richiederesti per primo?",A,medicina specialistica,Clinica,A,A,A
5268,come si manifesta oggi più frequentemente il tumore renale ?,D,medicina specialistica,Clinica,D,D,D
5269,quale di questi sintomi precede lo sviluppo della nefropatia diabetica:,D,medicina specialistica,Clinica,E,D,E
5270,qual è il decorso della glomerulonefrite acuta post-streptococcica?,B,medicina specialistica,Clinica,B,B,B
5271,qual è il muscolo ad attività inspiratoria più importante?,B,medicina specialistica,Clinica,B,B,B
5272,tutte le seguenti affermazioni sui diuretici tiazidici sono vere tranne:,B,medicina specialistica,Clinica,B,B,B
5273,nell'emodialisi gli accessi vascolari temporanei possono essere ottenuti tramite inserimenti di cateteri a singolo o doppio lume nelle vene:,D,medicina specialistica,Clinica,D,D,D
5274,la debolezza muscolare a livello del cingolo scapolare associata ad una elevazione della ves alla 1° ora in una persona anziana caratterizzano la:,B,medicina specialistica,Clinica,B,B,B
5275,il riscontro di proteinuria dosabile (>3.5 g/die) e cilindruria è patognomico di una:,B,medicina specialistica,Clinica,B,B,B
5276,"tutte le seguenti affermazioni sono vere, tranne:",B,medicina specialistica,Clinica,B,B,B
5277,quale delle seguenti rappresenta una complicanza renale grave nel diabete mellito?,E,medicina specialistica,Clinica,E,E,E
5278,gli esami di primo livello per la diagnosi di carcinoma della prostata sono:,D,medicina specialistica,Clinica,A,D,A
5279,quali delle seguenti glomerulopatie si presenta con sindrome nefritica?,A,medicina specialistica,Clinica,A,A,A
5280,una ostruzione urinaria che causa idronefrosi nel bambino è normalmente dovuta a:,A,medicina specialistica,Clinica,A,A,A
5281,come sono visualizzati i calcoli con l'ecografia:,C,medicina specialistica,Clinica,A,C,C
5282,l'anemia dell'insufficienza renale cronica:,B,medicina specialistica,Clinica,B,B,B
5283,da quale sede origina più frequentemente il carcinoma a cellule renali?,A,medicina specialistica,Clinica,A,A,A
5284,quale azione respiratoria predominante svolgono i muscoli addominali?,D,medicina specialistica,Clinica,D,D,D
5285,quali fra queste tecniche di diagnostica per immagini non è utile nella diagnosi di stenosi dell'arteria renale?,D,medicina specialistica,Clinica,D,D,D
5286,un paziente presenta un calcolo di ossalato di calcio inferiore a 1 cm nel bacinetto renale di dx condizionante coliche recidivanti. qual è la terapia di prima scelta?,C,medicina specialistica,Clinica,C,C,C
5287,la causa più frequente di sindrome nefrosica in età pediatrica è,B,medicina specialistica,Clinica,B,B,B
5288,quale di questi sintomi dell'insufficienza renale é più sensibile alla correzione dell'ipopotassemia:,B,medicina specialistica,Clinica,B,B,B
5289,la pielonefrite acuta:,C,medicina specialistica,Clinica,C,C,C
5290,in quale tipo di enfisema l'iperinflazione polmonare assume rilevanza quantitativamente maggiore?,A,medicina specialistica,Clinica,B,A,A
5291,nella sindrome nefrosica si puo' ritrovare quale dei seguenti sintomi/segni?,E,medicina specialistica,Clinica,A,E,A
5292,con quali di queste tecniche per immagini non è possibile visualizzare l'uretere?:,D,medicina specialistica,Clinica,D,D,D
5293,"quale delle seguenti sindromi e' caratterizzata da: perdita renale di k, na e cl, ipokaliemia, iperaldosteronismo, iperreninemia e pa normale?",D,medicina specialistica,Clinica,D,D,D
5294,quali sono le cause più frequenti di versamento pleurico?,A,medicina specialistica,Clinica,A,A,A)
5295,quali di questi segni é patognomonico per la glomerulonefrite a lesioni minime:,A,medicina specialistica,Clinica,A,A,A
5296,la patogenesi dell'ipernatriemia durante l'alimentazione parenterale è legata a:,B,medicina specialistica,Clinica,C,B,B
5297,il riscontro di un elevato valore del ca-125 si associa in più dell'80% dei casi ad una diagnosi di:,C,medicina specialistica,Clinica,C,C,C
5298,"l'ipertensione nefrovascolare (causa potenzialmente curabile di ipertensione arteriosa) è stimata, nella popolazione totale, intorno al:",C,medicina specialistica,Clinica,C,D,B
5299,il germe più frequentemente implicato nelle infezioni delle vie urinarie non complicate é:,D,medicina specialistica,Clinica,D,D,D
5300,"tutte le seguenti complicanze cliniche si riscontrano nell'irc (insufficienza renale cronica) terminale, tranne:",B,medicina specialistica,Clinica,B,B,B
5301,la diagnosi di ipertensione essenziale è:,B,medicina specialistica,Clinica,B,B,B
5302,viene ritrovata una massa palpabile al fianco destro di un neonato. l'urografia evidenzia dislocazione e distorsione della pelvi e dei calici del rene di destra. la diagnosi più probabile è:,B,medicina specialistica,Clinica,C,B,B
5303,a quali sintomi si associa più frequentemente il carcinoma a cellule renali alla diagnosi,C,medicina specialistica,Clinica,B,C,B
5304,una donna di 30 anni è ricoverata per sindrome nefrosica. lo studio della proteinuria rivela una perdita sostanziale di albumine e la mancata perdita urinaria di proteine ad alto peso molecolare. quale di queste condizioni è in grado di determianre tale quadro clinico?,C,medicina specialistica,Clinica,C,C,C
5305,la dialisi peritoneale:,B,medicina specialistica,Clinica,B,B,B
5306,quali sono i valori considerati segno di danno d'organo renale nel paziente iperteso di sesso maschile ?,C,medicina specialistica,Clinica,C,C,B
5307,il sintomo iniziale della sindrome nefrosica è normalmente:,A,medicina specialistica,Clinica,A,A,A
5308,"tutte le seguenti condizioni morbose possono portare ad una insufficienza renale cronica, tranne:",D,medicina specialistica,Clinica,B,D,D
5309,la nefropatia più frequentemente causa di irc (insufficienza renale cronica) è:,A,medicina specialistica,Clinica,A,A,A
5310,la somministrazione prolungata di quale tra i seguenti farmaci è considerata un fattore di rischio per osteoporosi?,C,medicina specialistica,Clinica,C,C,C
5311,la riduzione isolata del coefficiente di ultrafiltrazione comporta uno di questi sintomi,D,medicina specialistica,Clinica,E,D,D
5312,quale dei seguenti farmaci è indicato nel trattamento iniziale del paziente con insufficienza cardiaca lievemente sintomatico?,B,medicina specialistica,Clinica,B,B,B
5313,indicare quali esami di laboratorio sono comunemente alterati nell'ipertensione essenziale senza complicazioni secondarie:,C,medicina specialistica,Clinica,B,C,C
5314,"una donna di 40 aa in pieno benessere esegue, nell'ambito di un chek-up aziendale, un esame urine con urinocoltura positivo per e. coli con carica > 100.000 ufc. la donna è affetta da:",C,medicina specialistica,Clinica,C,C,C
5315,quale delle seguenti condizioni è associata ad una maggiore incidenza di tumore del testicolo?,C,medicina specialistica,Clinica,C,C,C
5316,"nella glomerulonefrite membranosa tipica sono presenti tutti i seguenti segni, tranne:",A,medicina specialistica,Clinica,C,C,A
5317,qual è la complicanza più temibile della sindrome nefrosica?,D,medicina specialistica,Clinica,E,D,D
5318,la pielonefrite cronica (nefrite tubulo-interstiziale infettiva cronica) segnare la risposta errata:,C,medicina specialistica,Clinica,C,C,C
5319,la nefropatia ad iga è caratterizzata da:,A,medicina specialistica,Clinica,A,A,A
5320,"quale delle seguenti nefropatie e' caratterizzata da: proteinuria, lieve ematuria, ipertensione, iperazotemia?",C,medicina specialistica,Clinica,B,C,B
5321,l'enuresi è:,B,medicina specialistica,Clinica,C,B,B
5322,la complementemia é abbassata in una delle seguenti glomerulopatie:,B,medicina specialistica,Clinica,D,B,B
5323,quale di queste condizioni favorisce l'accumulo di k+ nell'organismo?,E,medicina specialistica,Clinica,C,C,E
5324,la necrosi tubulare acuta può essere complicanza di:,E,medicina specialistica,Clinica,E,E,E
5325,"in un paziente in corso di versamento pleurico massivo si apprezzano tutti i seguenti segni, tranne:",E,medicina specialistica,Clinica,E,E,E
5326,nei soggetti giovani l'asportazione di un rene provoca a carico di quello restante:,B,medicina specialistica,Clinica,B,B,B
5327,il test specifico per valutare il flusso renale plasmatico è:,C,medicina specialistica,Clinica,D,C,C
5328,sono cause di incontinenza transitoria i seguenti fattori tranne:,E,medicina specialistica,Clinica,D,E,E
5329,quale di questi farmaci rappresenta l'approccio terapeutico più efficace per ridurre gli eventi di morte improvvisa nei pazienti affetti da cardiopatia coronarica stabile con deficit della funzione ventricolare?,B,medicina specialistica,Clinica,B,B,B
5330,quale dei seguenti reperti è di più frequente osservazione nell'ipopotassiemia?,A,medicina specialistica,Clinica,D,A,C
5331,"la presenza di emazie perfettamente conservate, dai margini regolari, ed in particolare la completa assenza di acantociti, nel sedimento urinario è fortemente indicativa di:",B,medicina specialistica,Clinica,B,B,B
5332,la comparsa di macroematuria 15 giorni dopo un episodio flogistico delle prime vie aeree a quale glomerulopatia fa pensare:,E,medicina specialistica,Clinica,E,B,E
5333,quale dei seguenti cambiamenti dello stile di vita è risultato il più efficace nel ridurre la pressione arteriosa?,C,medicina specialistica,Clinica,A,A,A
5334,nella pielonefrite acuta fattore favorente l'insorgenza di una necrosi papillare è:,B,medicina specialistica,Clinica,B,B,B
5335,"tutte le seguenti affermazioni relative all'insufficienza renale cronica sono corrette, tranne:",D,medicina specialistica,Clinica,B,D,B
5336,come si presenta più frequentemente il tumore della vescica:,C,medicina specialistica,Clinica,C,C,C
5337,quale fascia d'età colpisce prevalentemente la glomerulonefrite acuta post-streptococcica?,A,medicina specialistica,Clinica,A,A,A
5338,quale delle seguenti infezioni virali è associata con maggiore frequenza all'insorgenza dell'epatocarcinoma in un paziente senza cirrosi epatica ?,B,medicina specialistica,Clinica,C,B,B
5339,un ragazzo di 16 anni presenta un quadro clinico di sindrome nefrosica e va incontro a biopsia renale; il quadro istologico statisticamente più probabile sarà:,C,medicina specialistica,Clinica,C,C,C
5340,quali sono i segni indiretti di un calcolo urinario all'ecografia?,C,medicina specialistica,Clinica,C,"BCE non è una risposta valida in quanto il formato richiede una sola lettera. Tuttavia, analizzando la domanda, i segni indiretti di un calcolo urinario all'ecografia includono la dilatazione della via urinaria a monte (C) a causa dell'ostruzione causata dal calcolo. La presenza di un cono d'ombra (B) è un segno associato alla presenza di un calcolo poiché i calcoli sono fortemente ecogeni e producono un'ombra acustica posteriore. 

La risposta più appropriata in base al formato richiesto e considerando che la domanda chiede ""segni indiretti"" (quindi più di uno) non può essere fornita direttamente. Tuttavia, una delle opzioni che rappresenta un segno indiretto è C.

C è una risposta valida.

C 
non è nel formato richiesto.

La risposta corretta in formato richiesto, scegliendo una delle opzioni che meglio rappresenta un ""segno indiretto"", è:
C",C
5341,la glomerulonefrite più spesso osservata in corso di neoplasie è:,D,medicina specialistica,Clinica,D,D,D
5342,quale delle seguenti affermazioni è esatta?,D,medicina specialistica,Clinica,D,D,D
5343,che cosa si deve fare in presenza di microematuria isolata in un addescente?,E,medicina specialistica,Clinica,E,E,B
5344,"le urine in una glomerulonefrite acuta presentano tutte le seguenti alterazioni, tranne:",E,medicina specialistica,Clinica,E,E,E
5345,quale dei seguenti approcci terapeutici è attualmente considerato di elezione in un paziente con artrite reumatoide all'esordio ?,C,medicina specialistica,Clinica,C,C,C
5346,qual è la patologia maggiormente responsabile di nuovi ingressi in dialisi per uremia terminale?,C,medicina specialistica,Clinica,C,C,C
5347,quale dei seguenti disturbi del sonno ha una maggiore prevalenza nei pazienti dializzati rispetto alla popolazione generale:,C,medicina specialistica,Clinica,C,C,C
5348,tutte le seguenti nefropatie recidivano nel rene trapiantato tranne:,E,medicina specialistica,Clinica,C,E,E
5349,in nessuna delle seguenti condizioni si osserva l'elevazione del gap anionico tranne:,B,medicina specialistica,Clinica,B,B,C
5350,dove origina più frequentemente il tumore della prostata ?:,B,medicina specialistica,Clinica,B,B,B
5351,la sede più frequente di metastasi extra-linfonodale del tumore della prostata è,A,medicina specialistica,Clinica,A,A,A
5352,quali sono le cause più comuni di deficit erettivo di natura organica ?,A,medicina specialistica,Clinica,A,A,A
5353,"tutte le seguenti malattie possono evolvere in una insufficienza renale cronica, tranne:",D,medicina specialistica,Clinica,D,D,E
5354,quale di questi sintomi dell'insufficienza renale cronica é più sensibile alla correzione dell'acidosi:,B,medicina specialistica,Clinica,D,C,B
5355,"nella valutazione della funzionalita' renali, i parametri piu' comunemente usati sono azotemie a creatininemia; i valori considerati normali sono:",B,medicina specialistica,Clinica,B,B,B
5356,"in un paziente con scompenso cardiaco in terapia con furosemide, quale dei seguenti elettroliti deve essere costantemente monitorato?",C,medicina specialistica,Clinica,C,C,C
5357,"in un paziente con insufficienza renale cronica, l'esecuzione di un esame coronarografico:",C,medicina specialistica,Clinica,C,C,C
5358,"un individuo malato di tubercolosi se non è sottoposto a cure adeguate può infettare, nell'arco di un anno:",A,medicina specialistica,Clinica,A,A,A
5359,per quale tra le seguenti manifestazioni di aids si ritiene che il virus herpes umano tipo 8 (hhv-8) giochi un ruolo patogenetico:,A,medicina specialistica,Clinica,A,A,A
5360,"episodio di gastroenterite febbrile che coinvolge tre studenti universitari che hanno consumato insieme solo un pasto due giorni prima, composto da minestrone, un piatto di carne con contorno, un dolce alla crema. gli accertamenti di laboratorio dimostrano ipopotassiemia e cellule infiammatorie nelle feci. il quadro fa sospettare:",B,medicina specialistica,Clinica,D,B,C
5361,"a quale malattia fa pensare la seguente sindrome: febbre, pancitopenia, epatosplenomegalia, disprotidemia?",A,medicina specialistica,Clinica,A,A,A
5362,ad un paziente affetto da botulismo che cosa è conveniente praticare?,A,medicina specialistica,Clinica,A,A,A
5363,qual è la porta di entrata più frequente dell'anchilostoma?,B,medicina specialistica,Clinica,B,B,B
5364,come si fa la diagnosi di certezza di infezione da hcv?,A,medicina specialistica,Clinica,A,A,A
5365,l'immunità passiva conferisce una protezione verso un'infezione:,A,medicina specialistica,Clinica,A,A,A
5366,le parassitosi comportano:,C,medicina specialistica,Clinica,C,C,C
5367,"come deve essere considerato un paziente con markers dell'epatite virale b in questa situazione: hbsag:positivo, antihbs:negativo;hbeag:negativo;antihbe: positivo;antihbc: positivo;hbv dna (circolante): negativo",C,medicina specialistica,Clinica,C,C,C
5368,quale tra le seguenti è una meningite a liquor limpido:,B,medicina specialistica,Clinica,B,B,B
5369,la diarrea del viaggiatore è più frequentemente causata da:,D,medicina specialistica,Clinica,D,D,D
5370,l'infezione cronica da virus c dell'epatite si associa a quale delle seguenti manifestazioni?,A,medicina specialistica,Clinica,A,A,D
5371,quale è il più frequente focus infettivo che causa sepsi in pazienti non ricoverati in ospedale?,B,medicina specialistica,Clinica,B,D,D
5372,quali delle seguenti malattie si definisce una zoonosi?,D,medicina specialistica,Clinica,D,D,D
5373,"febbre 38°-39°c, prurito (dal tronco alle estremità), rash vescicolare pruritico generalizzato (da viso e cuoio capelluto) con macule, papule, vescicole, pustole e croste, anoressia, malessere generale, brividi, cefalea. questo quadro clinico è suggestivo di:",A,medicina specialistica,Clinica,A,A,A
