,id,question,A,B,C,D,E,answer,category,macro category
3088,3089,"un bambino di 2 anni di origine africana si presenta con tumefazioni dolorose della mani e piedi. dati di laboratorio mettono in evidenza una emoglobina di 9g/dl, una conta dei globuli bianchi di 11500/mm3 ed una conta delle piastrine di 250000/mm3. quale dei seguenti esami di laboratorio dara' supporto alla tua diagnosi?",esame radiologico completo,vdrl,aspirato midollare,elettroforesi dell'emoglobina,determinazione della calcemia,D,Area Clinica 2019,pediatria
3089,3090,un bambino di 4 anni non cresce e ha evidenze di una insufficienza del pancreas esocrino. quale delle seguenti sarebbe la causa piu' probabile di queste manifestazioni?,pancreatine acuta,atresia biliare,sindrome di swachman-diamond,assenza congenita del pancreas,fibrosi cistica,E,Area Clinica 2019,pediatria
3090,3091,"sospetti la diagnosi di un tumore cerebrale in una bambina di 2 anni con una recente anamnesi di atassia, eloquio impastato e vomito che avviene presto la mattina. quale delle seguenti affermazioni concernenti i tumori cerebrali nei bambini e' corretta?",la maggioranza sono localizzati nella linea mediana e/o sotto il tentorio cerebri,i tumori cerebrali rappresentano una rara forma di neoplasia nei bambini,segni di ipertensione endocranica sono rari come segni di presentazione,la convulsione rappresenta il segno di presentazione piu' frequente nella maggioranza dei casi,la maggior parte si manifesta nel primo anno di vita,A,Area Clinica 2019,pediatria
3091,3092,"una ragazza di 12 anni sviluppa ittero, tremori progressivi e labilita' emotiva. quale delle seguenti condizioni piu' probabilmente potresti trovare nel corso dell'esame obiettivo?",circonferenza cranica maggiore del 95mo percentile,discolorazione marrone della regione limbica della cornea,sordita' di trasmissione bilaterale,linfoadenopatia generalizzata,un ciuffo di capelli e fovea sacrale,B,Area Clinica 2019,pediatria
3092,3093,"un neonato di 38 settimane nasce da una madre con diabete gestazionale, il peso alla nascita e' di 4255g. cosa ti dovresti aspettare di trovare piu' frequentemente in questo neonato?",difetto del tubo neurale,sindrome del piccolo colon sinistro,cardiomegalia,idronefrosi,displasia renale,C,Area Clinica 2019,pediatria
3093,3094,un bambino di 2 anni presenta una voluminosa massa addominale con pancitopenia. quale delle seguenti diagnosi sarebbe piu' probabilmente stabilita mediante un'aspirazione midollare?,epatoblastoma,neuroblastoma,carcinoma a cellule renali,rabdomiosarcoma,tumore di wilms,B,Area Clinica 2019,pediatria
3094,3095,una bambina di 6 anni presenta una congiuntivite unilaterale non suppurativa ne' dolente con linfadenite preauricolare. quale dei seguenti agenti e' quello piu' probabilmente responsabile?,mycobacterium avium,bartonella henselae,adenovirus,staphylococcus aureus,chlamydia trachomatis,B,Area Clinica 2019,pediatria
3095,3096,ad una bambina con displasia fibrosa poliostotica delle ossa e pigmentazione abnorme della cute viene diagnosticata una patologia che frequentemente si associa a quale altra delle seguenti manifestazioni?,anemia,sordita',puberta' precoce,neurofibromi multipli,glomerulonefrite cronica,C,Area Clinica 2019,pediatria
3096,3097,un normale bambino di 6 mesi presenta un soffio cardiaco continuo con polsi periferici scoccanti. quale dovrebbe essere il prossimo passo da fare?,valutazione del cariotipo,correzione del difetto mediante chirurgia o catetere,profilassi cardiaca a vita per procedure di rischio,ripetere l'esame a 12 mesi di vita,rassicurare i genitori,B,Area Clinica 2019,pediatria
3097,3098,nel tuo ambulatorio segui un paziente con craniosinostosi e malformazione congenita di testa e faccia. quale delle seguenti altre malformazioni congenite piu' probabilmente troverai in questo paziente?,malformazioni di trachea ed esofago,malformazioni cardiache,malformazioni del tratto genito-urinario,malformazioni delle estremita',malformazioni della colonna vertebrale,D,Area Clinica 2019,pediatria
3098,3099,una ragazza di 14 anni soffre di cefalea progressiva. l'esame obiettivo mette in evidenza edema delle papille bilateralmente. una tac del cervello risulta normale. quale dovrebbe essere il successivo esame diagnostico?,puntura lombare con pressione di apertura,rmn del cervello,tac delle orbite,screening tossicologico delle urine,determinazione del livello di beta hcg,A,Area Clinica 2019,pediatria
3099,3100,un bambino di 8 mesi presenta vomito ed episodi di pianti inconsolabile per 12 ore. l'esame obiettivo mette in evidenza una massa a forma di salsiccia nel quadrante superiore destro dell'addome. quale delle seguenti sarebbe la piu' utile?,inserzione di un sondino naso-gastrico,esame di un campione di feci per la ricerca di uova e parassiti,coltura del sangue,ecografia addominale,studio con clisma baritato,E,Area Clinica 2019,pediatria
3100,3101,quale dei seguenti esami e' il piu' importante da ottenere in un bambino di 2 anni con la sindrome di beckwith-wiedemann ed una massa addominale?,scintigrafia epatobiliare,endoscopia gastrointestinale superiore,livelli di catecolamine urinarie,livelli di alfa-fetoproteina sierica,cistouretrografia minzionale,D,Area Clinica 2019,pediatria
3101,3102,un neonato ha un ritardo del passaggio del meconio. la radiografia di un clistere con bario mostra un colon prossimale dilatato ed un piccolo colon distale ostruito. quale dovrebbe essere il prossimo passo diagnostico?,una tac addominale,esami delle feci,biopsia di suzione rettale,test del sudore per la determinazione del cloro,analisi cromosomica,C,Area Clinica 2019,pediatria
3102,3103,un neonato di 2 mesi manifesta gravi dispnea e cianosi. la radiografia del torace mostra una minima cardiomegalia ed un pattern reticolare diffuso di entrambi i campi polmonari. quale delle seguenti spiega meglio questi riscontri?,miocardite virale acuta,sindrome del cuore sinistro ipoplasico,atresia dell'arteria polmonare,drenaggio polmonare anomalo totale con ostruzione venosa,trasposizione delle grandi arterie,D,Area Clinica 2019,pediatria
3103,3104,una ragazza di 7 anni sviluppa enuresi notturna secondaria. quale dei seguenti e' il migliore esame successivo da eseguire?,ecografia renale,cistouretrografia minzionale,radiografia addominale,analisi delle urine,clearance della creatinina,D,Area Clinica 2019,pediatria
3104,3105,i genitori di un bambino di 8 anni sono preoccupati della sua bassa statura. quale dovrebbe essere il passo successivo piu' importante?,misura dell'indice di massa corporea,determinazione dello stadio della maturazione genitale,determinazione dell'eta' scheletrica,determinazione della velocita' di crescita,determinazione del rapporto peso/altezza,D,Area Clinica 2019,pediatria
3105,3106,quale delle seguenti condizioni non è causa di apnea in un bambino nato pretermine?,malattia polmonare,ipoglicemia,emorragia intraventricolare,infezione,ernia ombelicale,E,Area Clinica 2019,pediatria
3106,3107,quale delle seguenti neoplasie è quella che si manifesta meno frquentemente in un bambino di 3 anni?,tumore di wilms (neuroblastoma),neuroblastoma,sarcoma osteogenico,tumore cerebrale della fossa posteriore,leucemia,C,Area Clinica 2019,pediatria
3107,3108,"una bambina di 3 anni che ha sempre goduto di buona salute, presenta un terzo episodio di polmonite nel lobo medio destro nel corso degli ultimi 4 mesi. prima di 4 mesi fa la bambina non aveva mai avuto polmoniti. quale è la causa più probabile per spiegare queste polmoniti ricorrenti?",fibrosi cistica,anomalia congenita del polmone,agammaglobulinemia x-linked di bruton,aspirazione di corpo estraneo,infezione da hiv,D,Area Clinica 2019,pediatria
3108,3109,"quale delle seguenti condizioni descrive meglio un bambino di 7 mesi con trombocitopenia, eczema ed immunodeficienza?",tromboastenia di glanzmann,sindrome di bernard-soulier,purpora trombocitopenia idiopatica,sindrome di wiskott-aldrich,sindrome di kasabach-merritt,D,Area Clinica 2019,pediatria
3109,3110,quale delle seguenti è la cosa più importante da fare dopo che un bambino ha avuto una meningite batterica?,valutazione formale dello sviluppo psicomotorio usando una serie di esami standard,esame auditivo,screening della vista da un oftalmologo,ripetere culture del sangue,esaminare per la presenza del hiv (human immunodeficiency virus),B,Area Clinica 2019,pediatria
3110,3111,quale delle seguenti dichiarazioni riguardanti la fibrosi cistica è falsa?,la durata di vita dei pazienti è ridotta,i lattanti affetti hanno un aumentato rischio di prolasso rettale ed ileo da meconio,le infezioni respiratorie piu' frequenti sono di solito dovute a klebsiella,l'insufficienza pancreatica è frequente nella fibrosi cistica,la trasmissione ereditaria è autosomica recessiva,C,Area Clinica 2019,pediatria
3111,3112,quale delle seguenti neoplasie è quella che si manifesta meno frequentemente in un ragazzo di 13 anni?,neuroblastoma,tumore osseo maligno primitivo,leucemia,linfoma,sarcoma dei tessuti molli,A,Area Clinica 2019,pediatria
3112,3113,quale delle seguenti è la causa più frequente di sanguinamento dal naso in un bambino?,angiofibroma,leucemia,purpura trombocitopenica idiopatica,trauma,ectasia vascolare,D,Area Clinica 2019,pediatria
3113,3114,quale delle seguenti manifestazioni è la meno probabile in seguito alla sindrome uremico-emolitico?,insufficienza renale acuta che richiede dialisi,gastroenterite,anemia emolitica microangiopatica,trombocitopenia,anticorpi anti-piastrine,E,Area Clinica 2019,pediatria
3114,3115,un bambino di 7 anni lamenta prurito anale. la madre indica che il prurito è peggiore di notte mentre sta a letto. quale delle seguenti è la diagnosi più probabile?,ascariasis,enterobiasi,pidocchio del corpo,pidocchio del pube,scabbia,B,Area Clinica 2019,pediatria
3115,3116,quali delle seguenti non è una causa vera di ematuria?,calcolo dell'uretere,glomerulonefrite,malaria,rifampicina,schistosomiasi,D,Area Clinica 2019,pediatria
3116,3117,quali delle seguenti sarebbe più frequentemente associata con una pancreatite acuta?,aumento dei livelli di albumina,formazione pseudocistica,ipercalcemia,ittero,necrosi della parete intestinale,D,Area Clinica 2019,pediatria
3117,3118,quali delle seguenti non è una caratteristica tipica della malattia da reflusso gastro-esofageo ?,deficit statuto-ponderale,eccessivi singhiozzi,irritabilità con l'alimentazione,irritabilità generalizzata,vomito eccessivo,D,Area Clinica 2019,pediatria
3118,3119,quale delle seguenti rappresenta il difetto cardiaco congenito più frequente ?,coartazione dell'aorta,difetto del setto atriale,difetto del setto ventricolare,dotto arterioso pervio,trasposizione dei grossi vasi,C,Area Clinica 2019,pediatria
3119,3120,arriva un bambino di 8 anni nel pronto soccorso con segni di anafilassi. quale dose di adrenalina dovrebbe essere somministrata ?,"0,25 ml di una soluzione diluita 1:10000","0,25 ml di una soluzione diluita 1:100.000","0,50 ml di una soluzione diluita 1:1000","0,25 ml di una soluzione diluita 1:1000","0,50 ml di una soluzione diluita 1:10.000",D,Area Clinica 2019,pediatria
3120,3121,quale delle seguenti si manifesta nella stenosi del piloro?,acidosi metabolica,alcalosi ipercloremica,alcalosi ipocloremica,iperpotassemia,iponatremia,C,Area Clinica 2019,pediatria
3121,3122,un bambino di 3 anni viene portato alla tua attenzione perché la mamma ha notato lo sviluppo di un rash nella zona ascellare e fianco destro. all'esame obiettivo si notano molteplici piccole papule perlacee con un'area centrale ombelicata da un tappo di cheratina. quale delle seguenti è la causa più probabile responsabile del rash ?,eczema,mollusco contagioso,pitiriasi versicolor,virus herpes simplex,virus varicella-zoster,B,Area Clinica 2019,pediatria
3122,3123,ad una ragazza di 11 anni viene diagnosticato diabete mellito tipo 1 in seguito alla comparsa di poliuria e polidipsia. la sua famiglia è particolarmente preoccupata che svilupperà complicazioni neurologiche più avanti nella vita. quale delle seguenti non è associata con il diabete ?,anomalie bilaterale delle pupille,cefalee,emiparesi transitoria,neuropatia autonomica,paralisi del iii nervo,B,Area Clinica 2019,pediatria
3123,3124,aneurismi delle arterie coronariche sono associate con quale delle seguenti condizioni?,polmonite,meningite,"malattia mano, bocca e piede",malattia di kawasaki,malattia di henoch-schonlein,D,Area Clinica 2019,pediatria
3124,3125,quali delle seguenti diagnosi è responsabile per un rigonfiamento scrotale indolore?,epiditemite,idrocele,neoplasia testicolare,orchite,torsione del testicolo,C,Area Clinica 2019,pediatria
3125,3126,"i criteri maggiore della febbre reumatica includono tutte le seguenti caratteristiche, tranne:",febbre,ginocchio destro gonfio per gli ultimi 8 giorni,movimenti involontari delle braccia,un nuovo soffio,un rash sull'addome di forma geografica con un zona centrale pallida,A,Area Clinica 2019,pediatria
3126,3127,quale dei seguenti non è un referto clinico associato all'endocardite infettiva?,ippocratismo digitale,emorragie reticinche,emorragie a scheggia,eritema nodoso,nodi di osler,D,Area Clinica 2019,pediatria
3127,3128,un bambino di 4 anni viene ricoverato con disidratazione dovuta ad una malattia diarroica. quale delle seguenti sarebbe la tua prima linea di indagine diagnostica?,"coltura delle feci per parassiti, cisti o uova",cultura ematica,elettroliti e urea,emocromo completo,radiografia dell'addome,A,Area Clinica 2019,pediatria
3128,3129,un bambino di 6 anni viene portato in pronto soccorso per difficoltà respiratoria acuta. il bambino ha avuto febbricola e fischi respiratori udibili ed i suoi genitori hanno notato che oggi era più sonnolento del solito. all'esame obiettivo si nota che sta usando i muscoli accessori del respiro e la madre indica che a casa aveva notato che sbavava. quale delle seguenti è la diagnosi più probabile?,attacco di asma acuto,epiglottite acuta,laringo-tracheo-bronchite,polmonite,tonsillite,B,Area Clinica 2019,pediatria
3129,3130,quale dei seguenti non è un sintomo o segno di presentazione associato ad una malattia cardiaca congenita ?,cianosi,distress respiratorio durante l'alimentazione,epato-spleno-megalia,sudorazione durante l'alimentazione,vomito con l'alimentazione,E,Area Clinica 2019,pediatria
3130,3131,"una bambino di 14 mesi viene portato in pronto soccorso con una storia di vomito, dolore addominale e febbre da 2 giorni. quale delle seguenti sarebbe una causa improbabile di questo quadro clinico ?",adenite mesenterica,chetoacidosi diabetica,enterocolite necrotizzante (nec),pielonefrite,polmonite del lobo inferiore con dolore riferito all'addome,C,Area Clinica 2019,pediatria
3131,3132,le macchie di koplik si riscontrano in quale delle seguenti condizioni?,eritema infettivo,morbillo,parotite,rosolia,scarlattina,B,Area Clinica 2019,pediatria
3132,3133,quali delle seguenti non è tipicamente riscontrata nella sindrome nefrosica?,edema,ematuria,ipercolesterolemia,ipoalbuminemia,proteinuria,B,Area Clinica 2019,pediatria
3133,3134,un bambino di 3 anni si presenta dal suo medico curante con una tosse cronica che dura da un mese. precedentemente ha goduto di ottima salute dopo aver avuto una infezione severa da pertosse all'età di 1 mese. successivamente ha ricevuto tutte le vaccinazioni ma è stato notato che si trova sotto il 5° percentile (0.4 percentile) per l'altezza. quale delle seguenti sarebbe la causa più probabile della sua tosse ?,abitudine,asma,bronchiectasia,fibrosi cistica,infezione ricorrente di pertosse,C,Area Clinica 2019,pediatria
3134,3135,a che età è richiesta l'introduzione del ferro nell'alimentazione di un bambino?,2 mesi,4 mesi,6 mesi,10 mesi,12 mesi,C,Area Clinica 2019,pediatria
3135,3136,quale delle seguenti associazioni non è corretta?,ipotiroidismo -e- bradicardia,sindrome di cushing -e- ipertensione,sindrome di ehlers-danlos -e- prolasse della valvola mitrale,sindrome di noonan -e- stenosi della tricuspide,sindrome di turner -e- coartazione dell'aorta,D,Area Clinica 2019,pediatria
3136,3137,il quaranta percento di bambini con la trisomia 21 hanno difetti cardiaci congeniti. quale dei seguenti difetti cardiaci non è associato alla sindrome di down ?,difetto del setto atriale (asd),difetti del setto atrio-venticolare,difetto del setto ventricolare (vsd),tetralogia di fallot,trasposizione dei grossi vasi,E,Area Clinica 2019,pediatria
3137,3138,un bambino di 9 anni viene ricoverato con un attacco di asma. quale delle seguenti caratteristiche indicherebbe una minaccia per la vita ?,saturazione di o2 meno del 92% in un paziente agitato,un bambino con fischi espiratori capace di parlare,una frequenza cardiaca di 130 battiti/minuto,una frequenza respiratoria maggiore di 30 atti per minuto,un picco del flusso espiratorio forzato del 40% di quella predetta,A,Area Clinica 2019,pediatria
3138,3139,"un bambino di 7 anni viene portato in pronto soccorso per un dolore improvviso, lancinante nel basso addome e vomito. la sua temperatura è 38°c e nega diarrea. esame delle orecchie, naso, gola e torace è normale. in questo caso, quale delle seguenti devi essere sicuro di controllare?",emocromo completo,esame dello scroto,esame rettale,radiografia dell'addome,segno di rovsing,B,Area Clinica 2019,pediatria
3139,3140,per quale delle seguenti condizioni viene indicata la vaccinazione pneumococcica dopo i 2 anni d'età?,diabete insipido,fibrosi cistica,malattia celiaca,paralisi cerebrale,tratto falciforme,C,Area Clinica 2019,pediatria
3140,3141,un ragazzo esile di 10 anni presenta una tosse cronica. una radiografia del torace rivela bronchiectasie. il ragazzo ha anche steatorrea. quale delle seguenti sarebbe la diagnosi più probabile?,asma,croup,fibrosi cistica,malattia celiaca,polmonite,C,Area Clinica 2019,pediatria
3141,3142,"una bambina di 4 anni presenta pallore, irritabilità, distensione addominale e diarrea grassa. l'esame ematico mostra sia un'anemia macrocitica che microcitica. quale delle seguenti sarebbe l'indagine prossima più utile?",esame del sudore,radiografia dell'addome,breath test,anticorpi antiendomisio,ecografia addominale,D,Area Clinica 2019,pediatria
3142,3143,un bambino di 4 anni si presenta al pronto soccorso con febbre alta ed un respiro rasposo . e' seduto inclinato in avanti e presenta scialorrea. richiede intubazione per distress respiratorio. quale delle seguenti sarebbe la terapia antibiotica più appropriata?,amoxicillina,vancomicina,trimetoprim,cefotaxime,tetraciclina,D,Area Clinica 2019,pediatria
3143,3144,una bambina di 4 anni viene portata alla tua attenzione perché la mamma lamenta che la bambina ha incubi notturni e russa. inoltre ha una storia di ricorrenti infezioni alle orecchie. all'esame obiettivo la bambina ha tonsille grandi e un linguaggio nasale. quale delle seguenti sarebbe la diagnosi più probabile?,iperplasia adenoidea,apnea nel sonno,asma,polipi nasali,malattia da reflusso gastro-esofageo,A,Area Clinica 2019,pediatria
3144,3145,un ragazzo di 3 anni presenta una storia da 3 giorni di respiro rumoroso nella fase inspiratoria ed una tosse abbaiante peggiore di notte. ha una febbricola e la voce è rauca. quale delle seguenti sarebbe la diagnosi più probabile?,asma,influenza,laringo-tracheo-bronchite,polmonite,rinite allergica,C,Area Clinica 2019,pediatria
3145,3146,a quale delle seguenti età è necessario introdurre il ferro nella dieta?,2 mesi,4 mesi,6 mesi,10 mesi,12 mesi,C,Area Clinica 2019,pediatria
3146,3147,una ragazza di 14 anni presenta un rash roseo ovale. la ragazza indica che il rash è iniziato come una singola chiazza che è diventata squamosa ma che ora si è diffusa a tutto il torace. quale delle seguenti sarebbe la diagnosi più probabile?,scarlattina,pitiriasi rosea,rosolia,psoriasi,eczema discoide,B,Area Clinica 2019,pediatria
3147,3148,"un ragazzo di 12 anni viene portato al pronto soccorso con un scroto gonfio, rosso e doloroso. l'esame delle urine a metà getto è normale. quale delle seguenti sarebbe la diagnosi più probabile?",colica ureterica,tumore testicolare,idrocele,torsione testicolare,fimosi,D,Area Clinica 2019,pediatria
3148,3149,"una bambina di 6 anni presenta febbre e vescicole sul palmo delle mani, le piante dei piedi e nella bocca. presenta scialorrea ed è molto irritabile. quale delle seguenti sarebbe l'eziologia più probabile?",coxsackie a16,herpes simplex,parvovirus umano b12,treponema pallidum,morbillo,A,Area Clinica 2019,pediatria
3149,3150,"un bambino di 18 mesi presenta febbre, sanguinamento dalle labbra ed un rash eritematoso su faccia e tronco. il bambino si rifiuta di mantenere oggetti nelle mani e rifiuta di stare in piedi. quale delle seguenti sarebbe la diagnosi più probabile?",scarlattina da streptococco,leptospirosi,infezione da epstein-barr,eritema multiforme,sindrome di kawasaki,E,Area Clinica 2019,pediatria
3150,3151,un ragazzo di 5 anni presenta un rash maculopapulare su glutei e caviglie. si lamenta anche di dolore addominale e dolori alle ginocchia. quale delle seguenti sarebbe la diagnosi più appropriata?,febbre reumatica,artrite giovanile cronica,malattia celiaca,sindrome di henoch-schoenlein,varicella,D,Area Clinica 2019,pediatria
3151,3152,"un bambino di 18 mesi presenta febbre e vomito. all'esame obiettivo la gola, il torace e l'addome sono normali. quale delle seguenti sarebbe la diagnosi più probabile?",gastroenterite,meningite virale,faringite,invaginazione,ernia iatale congenita,A,Area Clinica 2019,pediatria
3152,3153,un bambino di 4 anni lamenta dolore osseo e debolezza. indagini indicano la presenza di pancitopenia e blasti. quale delle seguenti è la diagnosi più probabile?,leucemia linfoblastica acuta,mieloma multiplo,leucemia mieloide acuta,leucemia linfocitica cronica,leucemia mieloide cronica,A,Area Clinica 2019,pediatria
3153,3154,"tutte le seguenti sono cause riconosciute di bassa statura, tranne:",acondroplasia,malattia celiaca,ipopituitarismo,omocistinuria,costituzionale,D,Area Clinica 2019,pediatria
3154,3155,una ragazza di 12 anni presenta un rash roseo sul tronco e linfoadenopatia suboccipitale. quale delle seguenti sarebbe la diagnosi più probabile?,parotite,varicella,rosolia,morbillo,eritema infettivo,C,Area Clinica 2019,pediatria
3155,3156,una ragazza di 15 anni presenta febbre e mal di gola. all'esame obiettivo si nota la presenza di essudato su entrambe le tonsille. non ha nessuna storia di allergie a farmaci. quale delle seguenti sarebbe la terapia più appropriata?,amoxicillina,penicillina,metronidazolo,ciprofloxacina,amoxicillina - acido clavulanico,B,Area Clinica 2019,pediatria
3156,3157,"un bambino di 4 anni presenta febbre, epistassi e dolore alle gambe. all'esame obiettivo si nota la presenza di epatosplenomegalia. quale dei seguenti è l'esame più utile per l'ulteriore valutazione del problema?",esami di funzionalità epatica,emocromo completo,urea ed elettroliti,ves,creatinchinasi,B,Area Clinica 2019,pediatria
3157,3158,"una ragazza di 12 anni presenta pallore, dispnea ed una frequenza cardiaca di 190 b/m. all'esame obiettivo si nota la presenza di cardiomegalia ed epatomegalia. quale delle seguenti sarebbe la diagnosi più probabile?",malattia di kawasaki,stenosi della mitrale,insufficienza cardiaca congestizia,sindrome nefrosica congenita,miocardite,C,Area Clinica 2019,pediatria
3158,3159,"un bambino di 4 anni presenta anoressia, nausea e vomito. all'esame obiettivo si nota un linea blu sulle gengive. un esame del sangue mostra la presenza di anemia. quale delle seguenti intossicazioni sarebbe la causa più probabile?",piombo,paracetamolo,metanolo,zinco,mercurio,A,Area Clinica 2019,pediatria
3159,3160,"un bambino di 7 anni presenta febbre, vomito e dolore addominale. all'esame obiettivo lamenta dolore nella regione periombelicale e nel quadrante inferiore destro dell'addome. ha un aspetto pallido e non ha fame. quale delle seguenti sarebbe la diagnosi più probabile?",invaginazione,gastroenterite,fibrosi cistica,appendicite,colite ulcerosa,D,Area Clinica 2019,pediatria
3160,3161,quale delle seguenti affermazioni è considerata tipica di una convulsione febbrile?,durata maggiore di 15 minuti,manifestazione in una femmina di età inferiore a 6 mesi,paralisi di todd post-convulsiva,febbre non >38° nelle successive 24 ore,anamnesi familiare positiva per convulsioni febbrili nel 40% dei casi,E,Area Clinica 2019,pediatria
3161,3162,"quale delle seguenti caratteristiche distingue la ""mania"" dalla ""depressione""?",un alterato livello di attività,la presenza di psicosi,la qualità dell'umore,la presenza di insonnia,la presenza di un meccanismo fisiopatologico conosciuto,C,Area Clinica 2019,pediatria
3162,3163,la persistenza dei riflessi neonatali è un indicatore di ritardo dello sviluppo. il riflesso di moro dovrebbe scomparire entro quale età?,1-2 mesi,3-5 mesi,6-8 mesi,10-12 mesi,14-18 mesi,C,Area Clinica 2019,pediatria
3163,3164,quale delle seguenti condizioni è associata alla presenza di una miosi unilaterale?,sindrome di horner,paralisi del 3° nervo,tumore che coinvolge il nervo ottico,ingestione di barbiturici,retinopatia della prematurità,A,Area Clinica 2019,pediatria
3164,3165,"una bambina di 8 anni ha un'emiparesi dopo una convulsione focale. tuttavia, entro 24 ore la debolezza ed il difetto neurologico scompaiono. quale delle seguenti è la diagnosi più probabile?",emiplegia complicante un'emicrania,emiplegia spastica,encefalite post-virale,tumore sotto-tentoriale,paralisi di todd,E,Area Clinica 2019,pediatria
3165,3166,"un bambino viene portato dal suo pediatra per una visita di controllo. il bambino è capace di trasferire un oggetto da una mano all'altra, mantiene la posizione seduta, imita rumori di linguaggio e presenta un buon pinzamento pollice-indice. quale delle seguenti è l'età più probabile di questo bambino?",2 mesi,4 mesi,6 mesi,8 mesi,10 mesi,E,Area Clinica 2019,pediatria
3166,3167,il linguaggio è un barometro critico sia dello sviluppo cognitivo che emotivo. con quale delle seguenti situazioni è strettamente associato un ritardo del linguaggio?,sindrome di digeorge,sindrome di williams,diabete,maltrattamento,asma,D,Area Clinica 2019,pediatria
3167,3168,una ragazza in seconda elementare mostra l'abilità intellettiva di una studentessa di 1° media. quale dei seguenti è il quoziente di intelligenza di questa ragazza?,90,105,120,135,150,E,Area Clinica 2019,pediatria
3168,3169,"quale delle seguenti complicanze sarebbe inverosimile in una persona con bulimia nervosa, assumendo che non sono presenti altri disturbi psichiatrici?",peso inferiore al 75% del peso corporeo ideale (ibw),abuso di lassativi,esercizio pesante e prolungato,periodi di abbuffate durante le quali la persona non ha controllo,sesso femminile,A,Area Clinica 2019,pediatria
3169,3170,"tutte le seguenti affermazioni riguardanti disordini autistici sono corrette, tranne:",e' più frequente nei maschi che nelle femmine,"per definizione, l'inizio dei sintomi avviene prima dei 3 anni d'età",i bambini affetti possono avere dei comportamenti motori stereotipaci come dondolii,la maggior parte dei bambini affetti hanno ritardo mentale,si presume che la causa più frequente sia la rosolia congenita,E,Area Clinica 2019,pediatria
3170,3171,la colica nel lattante è un problema particolarmente frustrante per i genitori. quale delle seguenti affermazioni riguardanti la colica è corretta?,la colica è di solito associata all'allattamento artificiale,la colica tipicamente inizia alla 41-42esima settimana di gestazione indipendentemente dall'età gestazionale alla nascita,la colica è prevalente principalmente tra i bambini caucasici,la colica si manifesta più frequentemente nel sesso femminile,vi sono degli esiti predittivi a lungo termine sul temperamento che emergono in soggetti che hanno sofferto di colica in infanzia,B,Area Clinica 2019,pediatria
3171,3172,"una madre porta il figlio di 10 anni dal medico perché è preoccupata per i rumori ripetitivi di ""grugniti"" che il ragazzo fa. da ulteriori informazioni ottenute dalla madre, scopri che il ragazzo aveva iniziato a manifestare frequenti episodi giornalieri di ammiccamento un paio di anni prima. il ragazzo viene descritto come iperattivo e non in grado di controllare i suoi impulsi. quale delle seguenti manifestazioni ti aspetteresti che sviluppi in futuro?","episodi intermittenti di ""parolacce""",accensione di fuochi e crudeltà contro gli animali,enuresi notturna,rifiuto di andare a scuola per la paura di essere abbandonato,paralisi,A,Area Clinica 2019,pediatria
3172,3173,"un bambino ha acquisito il controllo degli sfinteri, utilizza giochi interattivi, pronuncia il suo nome e cognome, pedala sul triciclo ed è capace di copiare una croce e un cerchio ma non un quadrato o un triangolo. non è in grado di afferrare una palla che rimbalza o vestirsi senza supervisione. quale delle seguenti è l'età più probabile di questo bambino?",1 anno,2 anni,3 anni,4 anni,5 anni,C,Area Clinica 2019,pediatria
3173,3174,quale dei seguenti è un criterio per la diagnosi di disordine di apprendimento?,intelligenza al di sopra della media,inversione della scrittura delle lettere,"assenza di problemi emotivi, di comportamento o emotivi",discrepanza tra intelligenza e rendimento in uno o più ambiti,evidenza di difetti di percezione visivi o auditivi,D,Area Clinica 2019,pediatria
3174,3175,"una bambina di 2 anni è in grado di fare tutte le seguenti, tranne :",eseguire un commando a due elementi (con due azioni),girare la maniglia di una porta,girare le pagine di un libro,partecipare ad un gioco da gruppo,usare da 2 a tre parole in una frase radiologia e diagnostica,D,Area Clinica 2019,pediatria
3175,3176,nel sospetto di tubercolosi la ricerca del bacillo di koch si esegue mediante:,colorazione pas,colorazione di ziehl-nielsen,colorazione ematossilina-eosina,colorazione con blu di metilene,colorazione con giemsa,B,Area Clinica 2019,radiologia e diagnostica
3176,3177,quali dei seguenti parametri di laboratorio sono alterati nell'anemia sideropenica ?,aumento della ferritinemia sierica e diminuzione dei globuli rossi circolanti,aumento della transferrina sierica e diminuzione della ferritinemia sierica,aumento dei globuli rossi circolanti e diminuzione dell'emoglobina corpuscolare media (mch),aumento dell'ematocrito (hct) e diminuzione della concentrazione di emoglobina corpuscolare media (mchc),aumento della ferritinemia sierica e diminuzione della sideremia,B,Area Clinica 2019,radiologia e diagnostica
3177,3178,quale marcatore rimane elevato piu' a lungo dopo infarto del miocardio?,ck,troponina i,got/ast,mioglobina,ck - mb,B,Area Clinica 2019,radiologia e diagnostica
3178,3179,quale parametro di laboratorio e' sempre aumentato nella sindrome di cushing?,cortisolo urinario,transaminasi,leucociti,acth plasmatico,dhea - solfato plasmatici,A,Area Clinica 2019,radiologia e diagnostica
3179,3180,la catena globinica dell'emoglobina nell'adulto normale ha la seguente composizione:,due catene alfa e due beta,due catene alfa e una beta,una catena alfa e due gamma,una catena alfa e una beta,due catene alfa e due gamma,A,Area Clinica 2019,radiologia e diagnostica
